FeatureCode,DateCode,Measurement,Units,Value,Cancer Type,Gender
S12000019,2013,Count,Cases,85,Lung Cancer,All
S12000019,2012,Count,Cases,96,Lung Cancer,All
S12000019,2005,Count,Cases,93,Lung Cancer,All
S12000019,1997,Count,Cases,74,Lung Cancer,All
S12000019,2000,Count,Cases,91,Lung Cancer,All
S12000019,1998,Count,Cases,93,Lung Cancer,All
S12000019,2002,Count,Cases,63,Lung Cancer,All
S12000019,1998,Count,Cases,202,Malignant Neoplasms,Female
S12000019,2001,Count,Cases,81,Lung Cancer,All
S12000019,2009,Count,Cases,53,Prostate Cancer,Male
S12000019,2006,Count,Cases,49,Prostate Cancer,Male
S12000019,1999,Count,Cases,217,Malignant Neoplasms,Female
S12000019,1999,Count,Cases,77,Lung Cancer,All
S12000019,2010,Count,Cases,84,Lung Cancer,All
S12000019,2015,Count,Cases,93,Lung Cancer,All
S12000019,1998,Count,Cases,32,Prostate Cancer,Male
S12000019,2008,Count,Cases,87,Lung Cancer,All
S12000019,1997,Count,Cases,36,Prostate Cancer,Male
S12000019,2006,Count,Cases,74,Lung Cancer,All
S12000019,1997,Count,Cases,186,Malignant Neoplasms,Female
S12000019,2016,Count,Cases,68,Lung Cancer,All
S12000019,2007,Count,Cases,43,Prostate Cancer,Male
S12000019,2015,Count,Cases,64,Prostate Cancer,Male
S12000019,2001,Count,Cases,51,Prostate Cancer,Male
S12000019,2010,Count,Cases,51,Prostate Cancer,Male
S12000019,1999,Count,Cases,31,Prostate Cancer,Male
S12000019,2016,Count,Cases,278,Malignant Neoplasms,Female
S12000019,2017,Count,Cases,57,Prostate Cancer,Male
S12000019,2000,Count,Cases,44,Breast Cancer,Female
S12000019,2017,Count,Cases,89,Lung Cancer,All
S12000019,2002,Count,Cases,91,Breast Cancer,Female
S12000019,2004,Count,Cases,47,Prostate Cancer,Male
S12000019,2003,Count,Cases,73,Lung Cancer,All
S12000019,2002,Count,Cases,48,Prostate Cancer,Male
S12000019,1999,Count,Cases,66,Breast Cancer,Female
S12000019,1998,Count,Cases,50,Breast Cancer,Female
S12000019,2004,Count,Cases,67,Lung Cancer,All
S12000019,2003,Count,Cases,42,Prostate Cancer,Male
S12000019,1997,Count,Cases,44,Breast Cancer,Female
S12000019,2001,Count,Cases,41,Breast Cancer,Female
S12000019,2000,Count,Cases,31,Prostate Cancer,Male
S12000019,2005,Count,Cases,34,Prostate Cancer,Male
S12000019,2012,Count,Cases,52,Prostate Cancer,Male
S12000019,2016,Count,Cases,65,Colorectal Cancer,All
S12000019,2014,Count,Cases,100,Lung Cancer,All
S12000019,2013,Count,Cases,67,Prostate Cancer,Male
S12000019,2014,Count,Cases,55,Prostate Cancer,Male
S12000019,2001,Count,Cases,46,Colorectal Cancer,All
S12000019,1999,Count,Cases,58,Colorectal Cancer,All
S12000019,2008,Count,Cases,72,Prostate Cancer,Male
S12000019,2007,Count,Cases,86,Breast Cancer,Female
S12000019,2000,Count,Cases,52,Colorectal Cancer,All
S12000019,2003,Count,Cases,54,Colorectal Cancer,All
S12000019,2009,Count,Cases,67,Colorectal Cancer,All
S12000019,2015,Count,Cases,61,Colorectal Cancer,All
S12000019,1998,Count,Cases,41,Colorectal Cancer,All
S12000019,2002,Count,Cases,54,Colorectal Cancer,All
S12000019,2011,Count,Cases,74,Lung Cancer,All
S12000019,2008,Count,Cases,58,Colorectal Cancer,All
S12000019,2011,Count,Cases,64,Prostate Cancer,Male
S12000019,2004,Count,Cases,39,Colorectal Cancer,All
S12000019,1997,Count,Cases,37,Colorectal Cancer,All
S12000020,2011,Count,Cases,293,Malignant Neoplasms,Female
S12000020,2012,Count,Cases,255,Malignant Neoplasms,Male
S12000020,2014,Count,Cases,304,Malignant Neoplasms,Male
S12000020,2014,Count,Cases,61,Prostate Cancer,Male
S12000020,2016,Count,Cases,87,Lung Cancer,All
S12000020,2013,Count,Cases,225,Malignant Neoplasms,Male
S12000020,2009,Count,Cases,78,Colorectal Cancer,All
S12000020,2008,Count,Cases,74,Colorectal Cancer,All
S12000020,2010,Count,Cases,77,Lung Cancer,All
S12000020,2017,Count,Cases,287,Malignant Neoplasms,Male
S12000020,2010,Count,Cases,245,Malignant Neoplasms,Female
S12000020,2003,Count,Cases,198,Malignant Neoplasms,Female
S12000020,2007,Count,Cases,481,Malignant Neoplasms,All
S12000020,1998,Count,Cases,61,Breast Cancer,Female
S12000020,2009,Count,Cases,239,Malignant Neoplasms,Male
S12000020,2011,Count,Cases,264,Malignant Neoplasms,Male
S12000020,2003,Count,Cases,46,Breast Cancer,Female
S12000020,2011,Count,Cases,65,Prostate Cancer,Male
S12000020,2010,Count,Cases,37,Prostate Cancer,Male
S12000020,2008,Count,Cases,523,Malignant Neoplasms,All
S12000020,1997,Count,Cases,43,Breast Cancer,Female
S12000020,2012,Count,Cases,50,Breast Cancer,Female
S12000020,2007,Count,Cases,73,Colorectal Cancer,All
S12000020,2004,Count,Cases,222,Malignant Neoplasms,Female
S12000020,2015,Count,Cases,66,Colorectal Cancer,All
S12000020,2001,Count,Cases,85,Colorectal Cancer,All
S12000020,1999,Count,Cases,66,Colorectal Cancer,All
S12000020,2006,Count,Cases,56,Colorectal Cancer,All
S12000020,2013,Count,Cases,51,Prostate Cancer,Male
S12000020,2003,Count,Cases,72,Colorectal Cancer,All
S12000020,2001,Count,Cases,198,Malignant Neoplasms,Female
S12000020,2016,Count,Cases,70,Colorectal Cancer,All
S12000020,2015,Count,Cases,54,Breast Cancer,Female
S12000020,2006,Count,Cases,205,Malignant Neoplasms,Female
S12000020,2012,Count,Cases,65,Prostate Cancer,Male
S12000020,2000,Count,Cases,67,Colorectal Cancer,All
S12000020,1997,Count,Cases,414,Malignant Neoplasms,All
S12000020,2000,Count,Cases,220,Malignant Neoplasms,Female
S12000020,1997,Count,Cases,60,Colorectal Cancer,All
S12000020,2002,Count,Cases,260,Malignant Neoplasms,Female
S12000020,1998,Count,Cases,76,Colorectal Cancer,All
S12000020,2016,Count,Cases,57,Prostate Cancer,Male
S12000020,2013,Count,Cases,65,Breast Cancer,Female
S12000020,2005,Count,Cases,258,Malignant Neoplasms,Female
S12000020,2009,Count,Cases,52,Breast Cancer,Female
S12000020,2006,Count,Cases,54,Breast Cancer,Female
S12000020,2011,Count,Cases,97,Breast Cancer,Female
S12000020,2007,Count,Cases,68,Breast Cancer,Female
S12000020,1999,Count,Cases,231,Malignant Neoplasms,Female
S12000020,2005,Count,Cases,89,Breast Cancer,Female
S12000020,2016,Count,Cases,265,Malignant Neoplasms,Female
S12000020,2015,Count,Cases,233,Malignant Neoplasms,Female
S12000020,2005,Count,Cases,486,Malignant Neoplasms,All
S12000020,2004,Count,Cases,55,Breast Cancer,Female
S12000020,2008,Count,Cases,96,Breast Cancer,Female
S12000020,2009,Count,Cases,222,Malignant Neoplasms,Female
S12000020,2011,Count,Cases,557,Malignant Neoplasms,All
S12000020,2010,Count,Cases,475,Malignant Neoplasms,All
S12000020,2000,Count,Cases,54,Breast Cancer,Female
S12000020,2013,Count,Cases,483,Malignant Neoplasms,All
S12000020,2014,Count,Cases,600,Malignant Neoplasms,All
S12000020,2017,Count,Cases,625,Malignant Neoplasms,All
S12000020,2012,Count,Cases,509,Malignant Neoplasms,All
S12000020,2006,Count,Cases,213,Malignant Neoplasms,Male
S12000020,2008,Count,Cases,282,Malignant Neoplasms,Female
S12000020,1998,Count,Cases,42,Prostate Cancer,Male
S12000020,2017,Count,Cases,89,Lung Cancer,All
S12000020,2014,Count,Cases,107,Breast Cancer,Female
S12000020,2005,Count,Cases,228,Malignant Neoplasms,Male
S12000020,2002,Count,Cases,96,Breast Cancer,Female
S12000020,1997,Count,Cases,203,Malignant Neoplasms,Female
S12000020,2010,Count,Cases,230,Malignant Neoplasms,Male
S12000020,2005,Count,Cases,69,Lung Cancer,All
S12000020,2006,Count,Cases,57,Lung Cancer,All
S12000020,2016,Count,Cases,544,Malignant Neoplasms,All
S12000020,1999,Count,Cases,205,Malignant Neoplasms,Male
S12000020,1997,Count,Cases,211,Malignant Neoplasms,Male
S12000020,2003,Count,Cases,233,Malignant Neoplasms,Male
S12000020,1998,Count,Cases,221,Malignant Neoplasms,Male
S12000020,2004,Count,Cases,462,Malignant Neoplasms,All
S12000020,2007,Count,Cases,239,Malignant Neoplasms,Female
S12000020,1997,Count,Cases,40,Prostate Cancer,Male
S12000020,1999,Count,Cases,37,Prostate Cancer,Male
S12000020,2017,Count,Cases,127,Breast Cancer,Female
S12000020,2001,Count,Cases,236,Malignant Neoplasms,Male
S12000020,2016,Count,Cases,279,Malignant Neoplasms,Male
S12000020,2001,Count,Cases,38,Prostate Cancer,Male
S12000020,2003,Count,Cases,431,Malignant Neoplasms,All
S12000020,1999,Count,Cases,436,Malignant Neoplasms,All
S12000020,2017,Count,Cases,338,Malignant Neoplasms,Female
S12000020,1998,Count,Cases,447,Malignant Neoplasms,All
S12000020,2017,Count,Cases,63,Colorectal Cancer,All
S12000020,2000,Count,Cases,67,Lung Cancer,All
S12000020,2007,Count,Cases,46,Prostate Cancer,Male
S12000020,2005,Count,Cases,62,Colorectal Cancer,All
S12000020,2002,Count,Cases,472,Malignant Neoplasms,All
S12000020,2014,Count,Cases,296,Malignant Neoplasms,Female
S12000020,2013,Count,Cases,258,Malignant Neoplasms,Female
S12000020,2007,Count,Cases,72,Lung Cancer,All
S12000020,2007,Count,Cases,242,Malignant Neoplasms,Male
S12000020,2001,Count,Cases,47,Breast Cancer,Female
S12000020,2015,Count,Cases,45,Prostate Cancer,Male
S12000020,2012,Count,Cases,254,Malignant Neoplasms,Female
S12000020,2000,Count,Cases,32,Prostate Cancer,Male
S12000020,1999,Count,Cases,77,Breast Cancer,Female
S12000020,2001,Count,Cases,61,Lung Cancer,All
S12000020,2003,Count,Cases,56,Lung Cancer,All
S12000020,2001,Count,Cases,434,Malignant Neoplasms,All
S12000020,2014,Count,Cases,74,Lung Cancer,All
S12000020,2013,Count,Cases,70,Lung Cancer,All
S12000020,1999,Count,Cases,63,Lung Cancer,All
S12000020,2004,Count,Cases,80,Lung Cancer,All
S12000020,2012,Count,Cases,61,Lung Cancer,All
S12000020,2004,Count,Cases,240,Malignant Neoplasms,Male
S12000020,2002,Count,Cases,58,Lung Cancer,All
S12000020,2000,Count,Cases,427,Malignant Neoplasms,All
S12000020,2009,Count,Cases,461,Malignant Neoplasms,All
S12000020,2008,Count,Cases,38,Prostate Cancer,Male
S12000020,2000,Count,Cases,207,Malignant Neoplasms,Male
S12000020,2002,Count,Cases,37,Prostate Cancer,Male
S12000020,2002,Count,Cases,82,Colorectal Cancer,All
S12000020,1997,Count,Cases,53,Lung Cancer,All
S12000020,2008,Count,Cases,241,Malignant Neoplasms,Male
S12000020,1998,Count,Cases,72,Lung Cancer,All
S12000020,2004,Count,Cases,49,Prostate Cancer,Male
S12000020,2002,Count,Cases,212,Malignant Neoplasms,Male
S12000020,2017,Count,Cases,66,Prostate Cancer,Male
S12000020,2010,Count,Cases,75,Colorectal Cancer,All
S12000020,2015,Count,Cases,257,Malignant Neoplasms,Male
S12000020,2013,Count,Cases,66,Colorectal Cancer,All
S12000020,2006,Count,Cases,30,Prostate Cancer,Male
S12000020,2003,Count,Cases,44,Prostate Cancer,Male
S12000020,2011,Count,Cases,72,Colorectal Cancer,All
S12000020,2012,Count,Cases,77,Colorectal Cancer,All
S12000020,2004,Count,Cases,58,Colorectal Cancer,All
S12000020,2015,Count,Cases,490,Malignant Neoplasms,All
S12000020,2014,Count,Cases,65,Colorectal Cancer,All
S12000020,1998,Count,Cases,226,Malignant Neoplasms,Female
S12000020,2016,Count,Cases,63,Breast Cancer,Female
S12000020,2008,Count,Cases,71,Lung Cancer,All
S12000020,2010,Count,Cases,65,Breast Cancer,Female
S12000020,2009,Count,Cases,75,Lung Cancer,All
S12000020,2011,Count,Cases,69,Lung Cancer,All
S12000020,2006,Count,Cases,418,Malignant Neoplasms,All
S12000020,2005,Count,Cases,45,Prostate Cancer,Male
S12000020,2015,Count,Cases,67,Lung Cancer,All
S12000020,2009,Count,Cases,58,Prostate Cancer,Male
S12000021,2014,Count,Cases,916,Malignant Neoplasms,All
S12000021,2005,Count,Cases,400,Malignant Neoplasms,Female
S12000021,1997,Count,Cases,327,Malignant Neoplasms,Male
S12000021,2009,Count,Cases,424,Malignant Neoplasms,Male
S12000021,2007,Count,Cases,411,Malignant Neoplasms,Male
S12000021,2011,Count,Cases,163,Lung Cancer,All
S12000021,2000,Count,Cases,341,Malignant Neoplasms,Male
S12000021,1998,Count,Cases,48,Prostate Cancer,Male
S12000021,2008,Count,Cases,140,Lung Cancer,All
S12000021,1997,Count,Cases,52,Prostate Cancer,Male
S12000021,2006,Count,Cases,128,Lung Cancer,All
S12000021,1998,Count,Cases,103,Breast Cancer,Female
S12000021,2003,Count,Cases,379,Malignant Neoplasms,Male
S12000021,1999,Count,Cases,338,Malignant Neoplasms,Male
S12000021,2004,Count,Cases,144,Lung Cancer,All
S12000021,2007,Count,Cases,133,Lung Cancer,All
S12000021,2015,Count,Cases,485,Malignant Neoplasms,Male
S12000021,2000,Count,Cases,99,Breast Cancer,Female
S12000021,2005,Count,Cases,140,Lung Cancer,All
S12000021,1999,Count,Cases,353,Malignant Neoplasms,Female
S12000021,1997,Count,Cases,98,Breast Cancer,Female
S12000021,2014,Count,Cases,181,Lung Cancer,All
S12000021,2008,Count,Cases,427,Malignant Neoplasms,Male
S12000021,2010,Count,Cases,139,Lung Cancer,All
S12000021,2005,Count,Cases,116,Breast Cancer,Female
S12000021,1997,Count,Cases,365,Malignant Neoplasms,Female
S12000021,2009,Count,Cases,882,Malignant Neoplasms,All
S12000021,2006,Count,Cases,366,Malignant Neoplasms,Male
S12000021,2013,Count,Cases,180,Lung Cancer,All
S12000021,2011,Count,Cases,423,Malignant Neoplasms,Female
S12000021,2014,Count,Cases,446,Malignant Neoplasms,Female
S12000021,2002,Count,Cases,375,Malignant Neoplasms,Male
S12000021,2016,Count,Cases,92,Prostate Cancer,Male
S12000021,2013,Count,Cases,478,Malignant Neoplasms,Female
S12000021,2003,Count,Cases,97,Breast Cancer,Female
S12000021,2015,Count,Cases,1038,Malignant Neoplasms,All
S12000021,2016,Count,Cases,429,Malignant Neoplasms,Male
S12000021,1999,Count,Cases,93,Breast Cancer,Female
S12000021,2004,Count,Cases,406,Malignant Neoplasms,Male
S12000021,2012,Count,Cases,151,Lung Cancer,All
S12000021,2001,Count,Cases,332,Malignant Neoplasms,Male
S12000021,2017,Count,Cases,476,Malignant Neoplasms,Female
S12000021,1998,Count,Cases,324,Malignant Neoplasms,Male
S12000021,2012,Count,Cases,449,Malignant Neoplasms,Female
S12000021,2010,Count,Cases,469,Malignant Neoplasms,Female
S12000021,2005,Count,Cases,380,Malignant Neoplasms,Male
S12000021,2017,Count,Cases,121,Breast Cancer,Female
S12000021,2017,Count,Cases,96,Prostate Cancer,Male
S12000021,2010,Count,Cases,117,Colorectal Cancer,All
S12000021,2011,Count,Cases,99,Colorectal Cancer,All
S12000021,2009,Count,Cases,126,Colorectal Cancer,All
S12000021,2004,Count,Cases,802,Malignant Neoplasms,All
S12000021,2013,Count,Cases,122,Colorectal Cancer,All
S12000021,2002,Count,Cases,103,Breast Cancer,Female
S12000021,2008,Count,Cases,79,Prostate Cancer,Male
S12000021,2012,Count,Cases,111,Colorectal Cancer,All
S12000021,1998,Count,Cases,695,Malignant Neoplasms,All
S12000021,2008,Count,Cases,862,Malignant Neoplasms,All
S12000021,2016,Count,Cases,485,Malignant Neoplasms,Female
S12000021,2015,Count,Cases,157,Breast Cancer,Female
S12000021,2014,Count,Cases,120,Breast Cancer,Female
S12000021,2015,Count,Cases,119,Colorectal Cancer,All
S12000021,2011,Count,Cases,118,Breast Cancer,Female
S12000021,2002,Count,Cases,701,Malignant Neoplasms,All
S12000021,2005,Count,Cases,68,Prostate Cancer,Male
S12000021,2000,Count,Cases,715,Malignant Neoplasms,All
S12000021,2004,Count,Cases,91,Prostate Cancer,Male
S12000021,1998,Count,Cases,115,Lung Cancer,All
S12000021,2010,Count,Cases,147,Breast Cancer,Female
S12000021,2007,Count,Cases,804,Malignant Neoplasms,All
S12000021,1997,Count,Cases,146,Lung Cancer,All
S12000021,2012,Count,Cases,135,Breast Cancer,Female
S12000021,2004,Count,Cases,396,Malignant Neoplasms,Female
S12000021,2000,Count,Cases,374,Malignant Neoplasms,Female
S12000021,2001,Count,Cases,356,Malignant Neoplasms,Female
S12000021,2002,Count,Cases,326,Malignant Neoplasms,Female
S12000021,2003,Count,Cases,752,Malignant Neoplasms,All
S12000021,2003,Count,Cases,373,Malignant Neoplasms,Female
S12000021,2002,Count,Cases,87,Colorectal Cancer,All
S12000021,2008,Count,Cases,126,Colorectal Cancer,All
S12000021,1999,Count,Cases,691,Malignant Neoplasms,All
S12000021,2001,Count,Cases,97,Colorectal Cancer,All
S12000021,2005,Count,Cases,111,Colorectal Cancer,All
S12000021,2004,Count,Cases,99,Colorectal Cancer,All
S12000021,2007,Count,Cases,110,Colorectal Cancer,All
S12000021,2003,Count,Cases,88,Colorectal Cancer,All
S12000021,2009,Count,Cases,69,Prostate Cancer,Male
S12000021,2006,Count,Cases,66,Prostate Cancer,Male
S12000021,2016,Count,Cases,129,Breast Cancer,Female
S12000021,2007,Count,Cases,77,Prostate Cancer,Male
S12000021,2016,Count,Cases,121,Colorectal Cancer,All
S12000021,2015,Count,Cases,95,Prostate Cancer,Male
S12000021,2017,Count,Cases,109,Colorectal Cancer,All
S12000021,2015,Count,Cases,553,Malignant Neoplasms,Female
S12000021,2016,Count,Cases,155,Lung Cancer,All
S12000021,1999,Count,Cases,48,Prostate Cancer,Male
S12000021,2001,Count,Cases,106,Lung Cancer,All
S12000021,2006,Count,Cases,99,Breast Cancer,Female
S12000021,2007,Count,Cases,107,Breast Cancer,Female
S12000021,2000,Count,Cases,112,Lung Cancer,All
S12000021,2006,Count,Cases,88,Colorectal Cancer,All
S12000021,2002,Count,Cases,116,Lung Cancer,All
S12000021,2003,Count,Cases,123,Lung Cancer,All
S12000021,1999,Count,Cases,124,Lung Cancer,All
S12000021,1997,Count,Cases,692,Malignant Neoplasms,All
S12000021,2000,Count,Cases,50,Prostate Cancer,Male
S12000021,2009,Count,Cases,458,Malignant Neoplasms,Female
S12000021,2003,Count,Cases,80,Prostate Cancer,Male
S12000021,2006,Count,Cases,769,Malignant Neoplasms,All
S12000021,2013,Count,Cases,135,Breast Cancer,Female
S12000021,2010,Count,Cases,88,Prostate Cancer,Male
S12000021,2011,Count,Cases,853,Malignant Neoplasms,All
S12000021,2005,Count,Cases,780,Malignant Neoplasms,All
S12000021,1998,Count,Cases,371,Malignant Neoplasms,Female
S12000021,2014,Count,Cases,470,Malignant Neoplasms,Male
S12000021,2011,Count,Cases,74,Prostate Cancer,Male
S12000021,2012,Count,Cases,904,Malignant Neoplasms,All
S12000021,2004,Count,Cases,106,Breast Cancer,Female
S12000021,2012,Count,Cases,90,Prostate Cancer,Male
S12000021,2013,Count,Cases,103,Prostate Cancer,Male
S12000021,2014,Count,Cases,106,Colorectal Cancer,All
S12000021,2001,Count,Cases,109,Breast Cancer,Female
S12000021,2016,Count,Cases,914,Malignant Neoplasms,All
S12000021,2010,Count,Cases,874,Malignant Neoplasms,All
S12000021,2009,Count,Cases,129,Breast Cancer,Female
S12000021,2014,Count,Cases,71,Prostate Cancer,Male
S12000021,2007,Count,Cases,393,Malignant Neoplasms,Female
S12000021,2008,Count,Cases,435,Malignant Neoplasms,Female
S12000021,2011,Count,Cases,430,Malignant Neoplasms,Male
S12000021,2017,Count,Cases,929,Malignant Neoplasms,All
S12000021,2017,Count,Cases,177,Lung Cancer,All
S12000021,2008,Count,Cases,110,Breast Cancer,Female
S12000021,2010,Count,Cases,405,Malignant Neoplasms,Male
S12000021,2000,Count,Cases,101,Colorectal Cancer,All
S12000021,1998,Count,Cases,108,Colorectal Cancer,All
S12000021,1999,Count,Cases,99,Colorectal Cancer,All
S12000021,1997,Count,Cases,78,Colorectal Cancer,All
S12000021,2009,Count,Cases,134,Lung Cancer,All
S12000021,2015,Count,Cases,162,Lung Cancer,All
S12000021,2001,Count,Cases,688,Malignant Neoplasms,All
S12000021,2013,Count,Cases,962,Malignant Neoplasms,All
S12000021,2002,Count,Cases,75,Prostate Cancer,Male
S12000021,2001,Count,Cases,55,Prostate Cancer,Male
S12000021,2013,Count,Cases,484,Malignant Neoplasms,Male
S12000021,2017,Count,Cases,453,Malignant Neoplasms,Male
S12000021,2012,Count,Cases,455,Malignant Neoplasms,Male
S12000021,2006,Count,Cases,403,Malignant Neoplasms,Female
S12000023,2005,Count,Cases,10,Breast Cancer,Female
S12000023,2004,Count,Cases,13,Breast Cancer,Female
S12000023,1997,Count,Cases,51,Malignant Neoplasms,Male
S12000023,2000,Count,Cases,39,Malignant Neoplasms,Male
S12000023,1999,Count,Cases,40,Malignant Neoplasms,Male
S12000023,2016,Count,Cases,107,Malignant Neoplasms,All
S12000023,2001,Count,Cases,94,Malignant Neoplasms,All
S12000023,2000,Count,Cases,91,Malignant Neoplasms,All
S12000023,2002,Count,Cases,8,Breast Cancer,Female
S12000023,2004,Count,Cases,53,Malignant Neoplasms,Male
S12000023,1998,Count,Cases,45,Malignant Neoplasms,Male
S12000023,1997,Count,Cases,98,Malignant Neoplasms,All
S12000023,2016,Count,Cases,13,Breast Cancer,Female
S12000023,2003,Count,Cases,27,Breast Cancer,Female
S12000023,2017,Count,Cases,12,Breast Cancer,Female
S12000023,2010,Count,Cases,4,Breast Cancer,Female
S12000023,2015,Count,Cases,150,Malignant Neoplasms,All
S12000023,2002,Count,Cases,96,Malignant Neoplasms,All
S12000023,2011,Count,Cases,16,Breast Cancer,Female
S12000023,1998,Count,Cases,82,Malignant Neoplasms,All
