area_code,reference_area,area_type,year,gender,cancer_type,value,units
S12000017,Highland,Local Authority,2008,All,Lung Cancer,197,Cases
S12000017,Highland,Local Authority,2009,All,Lung Cancer,203,Cases
S12000017,Highland,Local Authority,2002,All,Lung Cancer,158,Cases
S12000017,Highland,Local Authority,2006,All,Lung Cancer,178,Cases
S12000017,Highland,Local Authority,2013,Male,Malignant Neoplasms,745,Cases
S12000017,Highland,Local Authority,2003,All,Lung Cancer,153,Cases
S12000017,Highland,Local Authority,2011,All,Malignant Neoplasms,1395,Cases
S12000017,Highland,Local Authority,2010,All,Malignant Neoplasms,1412,Cases
S12000017,Highland,Local Authority,2003,Male,Malignant Neoplasms,578,Cases
S12000017,Highland,Local Authority,2012,All,Malignant Neoplasms,1356,Cases
S12000017,Highland,Local Authority,2017,All,Malignant Neoplasms,1392,Cases
S12000017,Highland,Local Authority,2015,Male,Malignant Neoplasms,770,Cases
S12000017,Highland,Local Authority,2001,Male,Malignant Neoplasms,541,Cases
S12000017,Highland,Local Authority,2004,Male,Malignant Neoplasms,595,Cases
S12000017,Highland,Local Authority,2009,Male,Malignant Neoplasms,685,Cases
S12000017,Highland,Local Authority,2010,Male,Malignant Neoplasms,702,Cases
S12000017,Highland,Local Authority,2011,Male,Malignant Neoplasms,722,Cases
S12000017,Highland,Local Authority,2005,All,Malignant Neoplasms,1150,Cases
S12000017,Highland,Local Authority,2017,Male,Malignant Neoplasms,721,Cases
S12000017,Highland,Local Authority,2003,All,Malignant Neoplasms,1151,Cases
S12000017,Highland,Local Authority,2002,All,Malignant Neoplasms,1091,Cases
S12000017,Highland,Local Authority,2013,All,Malignant Neoplasms,1480,Cases
S12000017,Highland,Local Authority,2014,All,Malignant Neoplasms,1396,Cases
S12000017,Highland,Local Authority,2016,All,Colorectal Cancer,176,Cases
S12000017,Highland,Local Authority,2005,All,Colorectal Cancer,154,Cases
S12000017,Highland,Local Authority,2011,All,Colorectal Cancer,210,Cases
S12000017,Highland,Local Authority,2003,All,Colorectal Cancer,137,Cases
S12000017,Highland,Local Authority,2004,All,Colorectal Cancer,160,Cases
S12000017,Highland,Local Authority,2000,All,Colorectal Cancer,171,Cases
S12000017,Highland,Local Authority,1999,All,Colorectal Cancer,157,Cases
S12000017,Highland,Local Authority,2010,All,Colorectal Cancer,205,Cases
S12000017,Highland,Local Authority,2013,All,Colorectal Cancer,195,Cases
S12000017,Highland,Local Authority,2008,All,Colorectal Cancer,171,Cases
S12000017,Highland,Local Authority,2009,All,Colorectal Cancer,206,Cases
S12000017,Highland,Local Authority,2007,All,Colorectal Cancer,213,Cases
S12000017,Highland,Local Authority,2006,All,Colorectal Cancer,174,Cases
S12000017,Highland,Local Authority,2002,All,Colorectal Cancer,158,Cases
S12000017,Highland,Local Authority,2001,All,Colorectal Cancer,163,Cases
S12000017,Highland,Local Authority,2015,All,Colorectal Cancer,210,Cases
S12000017,Highland,Local Authority,2017,All,Colorectal Cancer,172,Cases
S12000017,Highland,Local Authority,2008,All,Malignant Neoplasms,1313,Cases
S12000017,Highland,Local Authority,2015,All,Malignant Neoplasms,1499,Cases
S12000017,Highland,Local Authority,2009,All,Malignant Neoplasms,1415,Cases
S12000017,Highland,Local Authority,2006,All,Malignant Neoplasms,1303,Cases
S12000017,Highland,Local Authority,2014,Male,Malignant Neoplasms,702,Cases
S12000017,Highland,Local Authority,2012,Male,Malignant Neoplasms,672,Cases
S12000017,Highland,Local Authority,2007,All,Malignant Neoplasms,1392,Cases
S12000017,Highland,Local Authority,1997,All,Malignant Neoplasms,1127,Cases
S12000017,Highland,Local Authority,2014,All,Colorectal Cancer,158,Cases
S12000017,Highland,Local Authority,2012,All,Colorectal Cancer,179,Cases
S12000017,Highland,Local Authority,1998,All,Colorectal Cancer,138,Cases
S12000017,Highland,Local Authority,1997,All,Colorectal Cancer,175,Cases
S12000017,Highland,Local Authority,1999,All,Malignant Neoplasms,1087,Cases
S12000017,Highland,Local Authority,2016,All,Malignant Neoplasms,1338,Cases
S12000017,Highland,Local Authority,2000,All,Malignant Neoplasms,1140,Cases
S12000017,Highland,Local Authority,1998,All,Malignant Neoplasms,1157,Cases
S12000017,Highland,Local Authority,2006,Male,Malignant Neoplasms,659,Cases
S12000017,Highland,Local Authority,2012,All,Lung Cancer,209,Cases
S12000017,Highland,Local Authority,2008,Male,Malignant Neoplasms,643,Cases
S12000017,Highland,Local Authority,2017,All,Lung Cancer,169,Cases
S12000017,Highland,Local Authority,2007,Male,Malignant Neoplasms,690,Cases
S12000017,Highland,Local Authority,2002,Male,Malignant Neoplasms,579,Cases
S12000017,Highland,Local Authority,2013,All,Lung Cancer,215,Cases
S12000017,Highland,Local Authority,2014,All,Lung Cancer,194,Cases
S12000017,Highland,Local Authority,2000,Male,Malignant Neoplasms,562,Cases
S12000017,Highland,Local Authority,1999,Male,Malignant Neoplasms,552,Cases
S12000017,Highland,Local Authority,2004,All,Malignant Neoplasms,1179,Cases
S12000017,Highland,Local Authority,1997,Male,Malignant Neoplasms,565,Cases
S12000017,Highland,Local Authority,1998,Male,Malignant Neoplasms,572,Cases
S12000017,Highland,Local Authority,2005,Male,Malignant Neoplasms,579,Cases
S12000017,Highland,Local Authority,2011,All,Lung Cancer,181,Cases
S12000017,Highland,Local Authority,2016,Male,Malignant Neoplasms,668,Cases
S12000017,Highland,Local Authority,2010,All,Lung Cancer,193,Cases
S12000018,Inverclyde,Local Authority,2002,All,Malignant Neoplasms,478,Cases
S12000018,Inverclyde,Local Authority,2000,All,Lung Cancer,91,Cases
S12000018,Inverclyde,Local Authority,2013,Male,Prostate Cancer,34,Cases
S12000018,Inverclyde,Local Authority,2002,Male,Malignant Neoplasms,251,Cases
S12000018,Inverclyde,Local Authority,2014,Male,Malignant Neoplasms,276,Cases
S12000018,Inverclyde,Local Authority,2010,All,Lung Cancer,88,Cases
S12000018,Inverclyde,Local Authority,2014,Male,Prostate Cancer,42,Cases
S12000018,Inverclyde,Local Authority,2007,Female,Malignant Neoplasms,278,Cases
S12000018,Inverclyde,Local Authority,2004,Female,Breast Cancer,106,Cases
S12000018,Inverclyde,Local Authority,2015,Female,Malignant Neoplasms,268,Cases
S12000018,Inverclyde,Local Authority,2008,Female,Malignant Neoplasms,224,Cases
S12000018,Inverclyde,Local Authority,2005,Male,Prostate Cancer,36,Cases
S12000018,Inverclyde,Local Authority,2005,Female,Breast Cancer,47,Cases
S12000018,Inverclyde,Local Authority,2015,Male,Prostate Cancer,39,Cases
S12000018,Inverclyde,Local Authority,2004,All,Malignant Neoplasms,538,Cases
S12000018,Inverclyde,Local Authority,2006,Male,Malignant Neoplasms,229,Cases
S12000018,Inverclyde,Local Authority,2005,All,Malignant Neoplasms,432,Cases
S12000018,Inverclyde,Local Authority,2010,Male,Prostate Cancer,37,Cases
S12000018,Inverclyde,Local Authority,2006,Male,Prostate Cancer,33,Cases
S12000018,Inverclyde,Local Authority,2003,Female,Malignant Neoplasms,264,Cases
S12000018,Inverclyde,Local Authority,2008,Male,Prostate Cancer,33,Cases
S12000018,Inverclyde,Local Authority,2013,Female,Breast Cancer,99,Cases
S12000018,Inverclyde,Local Authority,2015,Female,Breast Cancer,60,Cases
S12000018,Inverclyde,Local Authority,2010,Male,Malignant Neoplasms,257,Cases
S12000018,Inverclyde,Local Authority,1998,All,Lung Cancer,89,Cases
S12000018,Inverclyde,Local Authority,2007,All,Malignant Neoplasms,512,Cases
S12000018,Inverclyde,Local Authority,1997,All,Lung Cancer,87,Cases
S12000018,Inverclyde,Local Authority,1998,All,Malignant Neoplasms,501,Cases
S12000018,Inverclyde,Local Authority,2000,Female,Breast Cancer,58,Cases
S12000018,Inverclyde,Local Authority,1998,Male,Malignant Neoplasms,238,Cases
S12000018,Inverclyde,Local Authority,2011,All,Lung Cancer,87,Cases
S12000018,Inverclyde,Local Authority,2014,Female,Breast Cancer,69,Cases
S12000018,Inverclyde,Local Authority,2003,All,Malignant Neoplasms,543,Cases
S12000018,Inverclyde,Local Authority,2016,Female,Malignant Neoplasms,264,Cases
S12000018,Inverclyde,Local Authority,2009,Male,Prostate Cancer,50,Cases
S12000018,Inverclyde,Local Authority,2016,All,Malignant Neoplasms,533,Cases
S12000018,Inverclyde,Local Authority,2014,All,Colorectal Cancer,51,Cases
S12000018,Inverclyde,Local Authority,2000,All,Colorectal Cancer,55,Cases
S12000018,Inverclyde,Local Authority,2003,All,Colorectal Cancer,68,Cases
S12000018,Inverclyde,Local Authority,2008,All,Colorectal Cancer,53,Cases
S12000018,Inverclyde,Local Authority,2006,All,Colorectal Cancer,61,Cases
S12000018,Inverclyde,Local Authority,2005,All,Colorectal Cancer,49,Cases
S12000018,Inverclyde,Local Authority,1997,Female,Breast Cancer,57,Cases
S12000018,Inverclyde,Local Authority,2016,Female,Breast Cancer,75,Cases
S12000018,Inverclyde,Local Authority,2009,Female,Malignant Neoplasms,264,Cases
S12000018,Inverclyde,Local Authority,2012,All,Colorectal Cancer,62,Cases
S12000018,Inverclyde,Local Authority,1997,Male,Prostate Cancer,27,Cases
S12000018,Inverclyde,Local Authority,2014,All,Lung Cancer,119,Cases
S12000018,Inverclyde,Local Authority,1998,All,Colorectal Cancer,70,Cases
S12000018,Inverclyde,Local Authority,2015,All,Colorectal Cancer,72,Cases
S12000018,Inverclyde,Local Authority,2017,Male,Prostate Cancer,36,Cases
S12000018,Inverclyde,Local Authority,1997,All,Colorectal Cancer,53,Cases
S12000018,Inverclyde,Local Authority,2009,All,Colorectal Cancer,64,Cases
S12000018,Inverclyde,Local Authority,1999,All,Colorectal Cancer,57,Cases
S12000018,Inverclyde,Local Authority,1999,Female,Malignant Neoplasms,210,Cases
S12000018,Inverclyde,Local Authority,2002,All,Colorectal Cancer,50,Cases
S12000018,Inverclyde,Local Authority,2004,All,Colorectal Cancer,57,Cases
S12000018,Inverclyde,Local Authority,2013,All,Colorectal Cancer,56,Cases
S12000018,Inverclyde,Local Authority,2007,All,Colorectal Cancer,63,Cases
S12000018,Inverclyde,Local Authority,2001,All,Colorectal Cancer,59,Cases
S12000018,Inverclyde,Local Authority,1998,Male,Prostate Cancer,28,Cases
S12000018,Inverclyde,Local Authority,2001,Female,Malignant Neoplasms,247,Cases
S12000018,Inverclyde,Local Authority,2001,Male,Prostate Cancer,31,Cases
S12000018,Inverclyde,Local Authority,2017,All,Colorectal Cancer,64,Cases
S12000018,Inverclyde,Local Authority,2007,Male,Prostate Cancer,40,Cases
S12000018,Inverclyde,Local Authority,2012,All,Lung Cancer,96,Cases
S12000018,Inverclyde,Local Authority,2004,Male,Prostate Cancer,60,Cases
S12000018,Inverclyde,Local Authority,1999,Male,Prostate Cancer,28,Cases
S12000018,Inverclyde,Local Authority,2016,All,Lung Cancer,82,Cases
S12000018,Inverclyde,Local Authority,2002,Male,Prostate Cancer,51,Cases
S12000018,Inverclyde,Local Authority,2000,Male,Prostate Cancer,26,Cases
S12000018,Inverclyde,Local Authority,2003,Male,Prostate Cancer,43,Cases
S12000018,Inverclyde,Local Authority,1997,Female,Malignant Neoplasms,242,Cases
S12000018,Inverclyde,Local Authority,2011,Male,Prostate Cancer,37,Cases
S12000018,Inverclyde,Local Authority,2012,Male,Prostate Cancer,39,Cases
S12000018,Inverclyde,Local Authority,1998,Female,Breast Cancer,77,Cases
S12000018,Inverclyde,Local Authority,2000,Female,Malignant Neoplasms,220,Cases
S12000018,Inverclyde,Local Authority,2011,All,Colorectal Cancer,60,Cases
S12000018,Inverclyde,Local Authority,2016,All,Colorectal Cancer,59,Cases
S12000018,Inverclyde,Local Authority,2013,All,Lung Cancer,90,Cases
S12000018,Inverclyde,Local Authority,1999,Female,Breast Cancer,49,Cases
S12000018,Inverclyde,Local Authority,1998,Female,Malignant Neoplasms,263,Cases
S12000018,Inverclyde,Local Authority,2010,All,Colorectal Cancer,53,Cases
S12000018,Inverclyde,Local Authority,2017,All,Malignant Neoplasms,527,Cases
S12000018,Inverclyde,Local Authority,2009,Male,Malignant Neoplasms,253,Cases
S12000018,Inverclyde,Local Authority,2006,Female,Breast Cancer,67,Cases
S12000018,Inverclyde,Local Authority,2017,Male,Malignant Neoplasms,245,Cases
S12000018,Inverclyde,Local Authority,2008,Male,Malignant Neoplasms,231,Cases
S12000018,Inverclyde,Local Authority,2007,Female,Breast Cancer,95,Cases
S12000018,Inverclyde,Local Authority,2002,Female,Malignant Neoplasms,227,Cases
S12000018,Inverclyde,Local Authority,2003,Female,Breast Cancer,64,Cases
S12000018,Inverclyde,Local Authority,2001,Female,Breast Cancer,55,Cases
S12000018,Inverclyde,Local Authority,2010,Female,Malignant Neoplasms,291,Cases
S12000018,Inverclyde,Local Authority,2017,All,Lung Cancer,93,Cases
S12000018,Inverclyde,Local Authority,2002,All,Lung Cancer,119,Cases
S12000018,Inverclyde,Local Authority,2005,All,Lung Cancer,92,Cases
S12000018,Inverclyde,Local Authority,2001,All,Malignant Neoplasms,454,Cases
S12000018,Inverclyde,Local Authority,2003,All,Lung Cancer,107,Cases
S12000018,Inverclyde,Local Authority,2008,Female,Breast Cancer,51,Cases
S12000018,Inverclyde,Local Authority,2004,Female,Malignant Neoplasms,282,Cases
S12000018,Inverclyde,Local Authority,2008,All,Lung Cancer,79,Cases
S12000018,Inverclyde,Local Authority,2015,All,Lung Cancer,110,Cases
S12000018,Inverclyde,Local Authority,2004,All,Lung Cancer,98,Cases
S12000018,Inverclyde,Local Authority,2009,All,Lung Cancer,96,Cases
S12000018,Inverclyde,Local Authority,2006,All,Lung Cancer,94,Cases
S12000018,Inverclyde,Local Authority,2012,Female,Malignant Neoplasms,268,Cases
S12000018,Inverclyde,Local Authority,2002,Female,Breast Cancer,54,Cases
S12000018,Inverclyde,Local Authority,2011,Female,Malignant Neoplasms,234,Cases
S12000018,Inverclyde,Local Authority,2014,Female,Malignant Neoplasms,285,Cases
S12000018,Inverclyde,Local Authority,2001,Male,Malignant Neoplasms,207,Cases
S12000018,Inverclyde,Local Authority,2000,Male,Malignant Neoplasms,237,Cases
S12000018,Inverclyde,Local Authority,2013,Female,Malignant Neoplasms,282,Cases
S12000018,Inverclyde,Local Authority,1997,Male,Malignant Neoplasms,222,Cases
S12000018,Inverclyde,Local Authority,1999,Male,Malignant Neoplasms,212,Cases
S12000018,Inverclyde,Local Authority,2000,All,Malignant Neoplasms,457,Cases
S12000018,Inverclyde,Local Authority,2009,All,Malignant Neoplasms,517,Cases
S12000018,Inverclyde,Local Authority,2013,All,Malignant Neoplasms,517,Cases
S12000018,Inverclyde,Local Authority,1997,All,Malignant Neoplasms,464,Cases
S12000018,Inverclyde,Local Authority,2007,Male,Malignant Neoplasms,234,Cases
S12000018,Inverclyde,Local Authority,2014,All,Malignant Neoplasms,561,Cases
S12000018,Inverclyde,Local Authority,1999,All,Malignant Neoplasms,422,Cases
S12000018,Inverclyde,Local Authority,2011,All,Malignant Neoplasms,468,Cases
S12000018,Inverclyde,Local Authority,2005,Female,Malignant Neoplasms,220,Cases
S12000018,Inverclyde,Local Authority,2010,All,Malignant Neoplasms,548,Cases
S12000018,Inverclyde,Local Authority,2016,Male,Prostate Cancer,61,Cases
S12000018,Inverclyde,Local Authority,2012,All,Malignant Neoplasms,524,Cases
S12000018,Inverclyde,Local Authority,2004,Male,Malignant Neoplasms,256,Cases
S12000018,Inverclyde,Local Authority,2007,All,Lung Cancer,94,Cases
S12000018,Inverclyde,Local Authority,2005,Male,Malignant Neoplasms,212,Cases
S12000018,Inverclyde,Local Authority,1999,All,Lung Cancer,78,Cases
S12000018,Inverclyde,Local Authority,2011,Male,Malignant Neoplasms,234,Cases
S12000018,Inverclyde,Local Authority,2008,All,Malignant Neoplasms,455,Cases
S12000018,Inverclyde,Local Authority,2010,Female,Breast Cancer,100,Cases
S12000018,Inverclyde,Local Authority,2013,Male,Malignant Neoplasms,235,Cases
S12000018,Inverclyde,Local Authority,2003,Male,Malignant Neoplasms,279,Cases
S12000018,Inverclyde,Local Authority,2011,Female,Breast Cancer,62,Cases
S12000018,Inverclyde,Local Authority,2012,Female,Breast Cancer,69,Cases
S12000018,Inverclyde,Local Authority,2016,Male,Malignant Neoplasms,269,Cases
S12000018,Inverclyde,Local Authority,2012,Male,Malignant Neoplasms,256,Cases
S12000018,Inverclyde,Local Authority,2006,All,Malignant Neoplasms,478,Cases
S12000018,Inverclyde,Local Authority,2015,All,Malignant Neoplasms,553,Cases
S12000018,Inverclyde,Local Authority,2017,Female,Breast Cancer,63,Cases
S12000018,Inverclyde,Local Authority,2017,Female,Malignant Neoplasms,282,Cases
S12000018,Inverclyde,Local Authority,2009,Female,Breast Cancer,54,Cases
S12000018,Inverclyde,Local Authority,2015,Male,Malignant Neoplasms,285,Cases
S12000018,Inverclyde,Local Authority,2001,All,Lung Cancer,72,Cases
S12000018,Inverclyde,Local Authority,2006,Female,Malignant Neoplasms,249,Cases
S12000019,Midlothian,Local Authority,2015,Male,Malignant Neoplasms,281,Cases
S12000019,Midlothian,Local Authority,2011,All,Colorectal Cancer,48,Cases
S12000019,Midlothian,Local Authority,2007,Male,Malignant Neoplasms,242,Cases
S12000019,Midlothian,Local Authority,2010,All,Colorectal Cancer,57,Cases
S12000019,Midlothian,Local Authority,2017,Female,Breast Cancer,50,Cases
S12000019,Midlothian,Local Authority,2012,All,Colorectal Cancer,75,Cases
S12000019,Midlothian,Local Authority,2011,All,Malignant Neoplasms,493,Cases
S12000019,Midlothian,Local Authority,2012,Female,Malignant Neoplasms,276,Cases
S12000019,Midlothian,Local Authority,2012,All,Malignant Neoplasms,569,Cases
S12000019,Midlothian,Local Authority,2010,All,Malignant Neoplasms,489,Cases
S12000019,Midlothian,Local Authority,2016,Female,Breast Cancer,105,Cases
S12000019,Midlothian,Local Authority,2013,All,Colorectal Cancer,55,Cases
S12000019,Midlothian,Local Authority,2012,Female,Breast Cancer,98,Cases
S12000019,Midlothian,Local Authority,2009,Male,Malignant Neoplasms,252,Cases
S12000019,Midlothian,Local Authority,2008,Male,Malignant Neoplasms,249,Cases
S12000019,Midlothian,Local Authority,2005,All,Colorectal Cancer,54,Cases
S12000019,Midlothian,Local Authority,2006,All,Colorectal Cancer,42,Cases
S12000019,Midlothian,Local Authority,2007,All,Colorectal Cancer,61,Cases
S12000019,Midlothian,Local Authority,2014,All,Colorectal Cancer,69,Cases
S12000019,Midlothian,Local Authority,2003,Male,Malignant Neoplasms,205,Cases
S12000019,Midlothian,Local Authority,2002,Male,Malignant Neoplasms,212,Cases
S12000019,Midlothian,Local Authority,2003,Female,Malignant Neoplasms,190,Cases
S12000019,Midlothian,Local Authority,2004,Male,Malignant Neoplasms,196,Cases
S12000019,Midlothian,Local Authority,2001,Male,Malignant Neoplasms,199,Cases
S12000019,Midlothian,Local Authority,2000,Male,Malignant Neoplasms,174,Cases
S12000019,Midlothian,Local Authority,2011,Male,Malignant Neoplasms,256,Cases
S12000019,Midlothian,Local Authority,2012,Male,Malignant Neoplasms,293,Cases
S12000019,Midlothian,Local Authority,2010,Female,Malignant Neoplasms,241,Cases
S12000019,Midlothian,Local Authority,2006,Male,Malignant Neoplasms,208,Cases
S12000019,Midlothian,Local Authority,2002,Female,Malignant Neoplasms,244,Cases
S12000019,Midlothian,Local Authority,1998,Male,Malignant Neoplasms,215,Cases
S12000019,Midlothian,Local Authority,2010,Male,Malignant Neoplasms,248,Cases
S12000019,Midlothian,Local Authority,2004,Female,Malignant Neoplasms,196,Cases
S12000019,Midlothian,Local Authority,1997,All,Malignant Neoplasms,387,Cases
S12000019,Midlothian,Local Authority,2010,Female,Breast Cancer,67,Cases
S12000019,Midlothian,Local Authority,2009,All,Malignant Neoplasms,501,Cases
S12000019,Midlothian,Local Authority,2016,All,Malignant Neoplasms,510,Cases
S12000019,Midlothian,Local Authority,2006,Female,Malignant Neoplasms,209,Cases
