area_code,reference_area,area_type,date_code,gender,age,measure_type,value,units
S12000023,Orkney Islands,Local Authority,2013/2014,Male,21-25 years,Mean,0.21,Average reconvictions per offender
S12000023,Orkney Islands,Local Authority,2014/2015,Male,21-25 years,Mean,0.08,Average reconvictions per offender
S12000028,South Ayrshire,Local Authority,2017/2018,Male,31-40 years,Ratio,34.6,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2014/2015,Male,21-25 years,Mean,0.53,Average reconvictions per offender
S12000028,South Ayrshire,Local Authority,2017/2018,Male,21-25 years,Ratio,25.5,Percent reconvicted
S12000023,Orkney Islands,Local Authority,2016/2017,Male,All,Ratio,25.3,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2015/2016,Male,21-25 years,Mean,0.53,Average reconvictions per offender
S12000028,South Ayrshire,Local Authority,2015/2016,Male,Over 40 years,Ratio,21.6,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2015/2016,Male,31-40 years,Mean,0.68,Average reconvictions per offender
S12000028,South Ayrshire,Local Authority,2013/2014,Male,Over 40 years,Ratio,21.2,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2017/2018,Male,21-25 years,Mean,0.37,Average reconvictions per offender
S12000028,South Ayrshire,Local Authority,2016/2017,Male,21-25 years,Ratio,32.5,Percent reconvicted
S12000023,Orkney Islands,Local Authority,2013/2014,Male,All,Mean,0.15,Average reconvictions per offender
S12000023,Orkney Islands,Local Authority,2014/2015,Male,31-40 years,Mean,0.27,Average reconvictions per offender
S12000023,Orkney Islands,Local Authority,2014/2015,Male,All,Mean,0.22,Average reconvictions per offender
S12000023,Orkney Islands,Local Authority,2014/2015,Male,Over 40 years,Ratio,15.8,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2012/2013,Male,Over 40 years,Ratio,20.4,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2014/2015,Male,21-25 years,Ratio,32.3,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2015/2016,Male,21-25 years,Ratio,35.5,Percent reconvicted
S12000023,Orkney Islands,Local Authority,2013/2014,Male,31-40 years,Ratio,9.5,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2015/2016,Male,Under 21 years,Ratio,39.4,Percent reconvicted
S12000023,Orkney Islands,Local Authority,2017/2018,Male,21-25 years,Ratio,25,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2012/2013,Male,21-25 years,Ratio,31.3,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2017/2018,Male,Under 21 years,Mean,0.59,Average reconvictions per offender
S12000023,Orkney Islands,Local Authority,2015/2016,Male,21-25 years,Ratio,12.5,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2012/2013,Male,Under 21 years,Ratio,37,Percent reconvicted
S12000023,Orkney Islands,Local Authority,2015/2016,Male,Over 40 years,Ratio,14.8,Percent reconvicted
S12000023,Orkney Islands,Local Authority,2013/2014,Male,Under 21 years,Ratio,8.3,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2014/2015,Male,Over 40 years,Mean,0.42,Average reconvictions per offender
S12000028,South Ayrshire,Local Authority,2017/2018,Male,Over 40 years,Mean,0.46,Average reconvictions per offender
S12000023,Orkney Islands,Local Authority,2016/2017,Male,Over 40 years,Mean,0.34,Average reconvictions per offender
S12000028,South Ayrshire,Local Authority,2012/2013,Male,31-40 years,Ratio,30.1,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2016/2017,Male,Over 40 years,Mean,0.43,Average reconvictions per offender
S12000028,South Ayrshire,Local Authority,2013/2014,Male,Under 21 years,Ratio,36.2,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2015/2016,Male,Over 40 years,Mean,0.37,Average reconvictions per offender
S12000023,Orkney Islands,Local Authority,2014/2015,Male,31-40 years,Ratio,27.3,Percent reconvicted
S12000023,Orkney Islands,Local Authority,2012/2013,Male,Under 21 years,Ratio,30,Percent reconvicted
S12000023,Orkney Islands,Local Authority,2013/2014,Male,Over 40 years,Mean,0.08,Average reconvictions per offender
S12000028,South Ayrshire,Local Authority,2016/2017,Male,All,Ratio,30.3,Percent reconvicted
S12000029,South Lanarkshire,Local Authority,2017/2018,Male,Under 21 years,Mean,0.66,Average reconvictions per offender
S12000029,South Lanarkshire,Local Authority,2016/2017,Male,Under 21 years,Ratio,36.6,Percent reconvicted
S12000021,North Ayrshire,Local Authority,2016/2017,Male,21-25 years,Ratio,32.5,Percent reconvicted
S12000029,South Lanarkshire,Local Authority,2015/2016,Male,Under 21 years,Ratio,37.9,Percent reconvicted
S12000021,North Ayrshire,Local Authority,2016/2017,Male,All,Mean,0.53,Average reconvictions per offender
S12000021,North Ayrshire,Local Authority,2017/2018,Male,26-30 years,Ratio,29.8,Percent reconvicted
S12000029,South Lanarkshire,Local Authority,2016/2017,Male,21-25 years,Ratio,34.9,Percent reconvicted
S12000029,South Lanarkshire,Local Authority,2013/2014,Male,All,Ratio,29.3,Percent reconvicted
S12000029,South Lanarkshire,Local Authority,2012/2013,Male,21-25 years,Ratio,35.8,Percent reconvicted
S12000029,South Lanarkshire,Local Authority,2016/2017,Male,21-25 years,Mean,0.63,Average reconvictions per offender
S12000021,North Ayrshire,Local Authority,2015/2016,Male,26-30 years,Mean,0.55,Average reconvictions per offender
S12000021,North Ayrshire,Local Authority,2012/2013,Male,26-30 years,Ratio,32.9,Percent reconvicted
S12000029,South Lanarkshire,Local Authority,2016/2017,Male,Over 40 years,Ratio,20.4,Percent reconvicted
S12000021,North Ayrshire,Local Authority,2017/2018,Male,All,Ratio,28.4,Percent reconvicted
S12000021,North Ayrshire,Local Authority,2012/2013,Male,Over 40 years,Mean,0.34,Average reconvictions per offender
S12000021,North Ayrshire,Local Authority,2016/2017,Male,31-40 years,Ratio,36.5,Percent reconvicted
S12000029,South Lanarkshire,Local Authority,2012/2013,Male,Over 40 years,Mean,0.38,Average reconvictions per offender
S12000029,South Lanarkshire,Local Authority,2013/2014,Male,Under 21 years,Ratio,39.2,Percent reconvicted
S12000021,North Ayrshire,Local Authority,2017/2018,Male,All,Mean,0.53,Average reconvictions per offender
S12000029,South Lanarkshire,Local Authority,2014/2015,Male,21-25 years,Ratio,33.3,Percent reconvicted
S12000029,South Lanarkshire,Local Authority,2015/2016,Male,All,Ratio,29.9,Percent reconvicted
S12000021,North Ayrshire,Local Authority,2016/2017,Male,26-30 years,Ratio,30.2,Percent reconvicted
S12000021,North Ayrshire,Local Authority,2015/2016,Male,Under 21 years,Mean,0.73,Average reconvictions per offender
S12000029,South Lanarkshire,Local Authority,2014/2015,Male,Under 21 years,Ratio,39.5,Percent reconvicted
S12000021,North Ayrshire,Local Authority,2016/2017,Male,26-30 years,Mean,0.48,Average reconvictions per offender
S12000021,North Ayrshire,Local Authority,2012/2013,Male,26-30 years,Mean,0.52,Average reconvictions per offender
S12000029,South Lanarkshire,Local Authority,2015/2016,Male,31-40 years,Mean,0.56,Average reconvictions per offender
S12000029,South Lanarkshire,Local Authority,2015/2016,Male,21-25 years,Mean,0.64,Average reconvictions per offender
S12000021,North Ayrshire,Local Authority,2015/2016,Male,Over 40 years,Ratio,21.6,Percent reconvicted
S12000021,North Ayrshire,Local Authority,2013/2014,Male,Under 21 years,Ratio,36.2,Percent reconvicted
S12000029,South Lanarkshire,Local Authority,2017/2018,Male,Under 21 years,Ratio,33,Percent reconvicted
S12000021,North Ayrshire,Local Authority,2012/2013,Male,31-40 years,Ratio,30.1,Percent reconvicted
S12000029,South Lanarkshire,Local Authority,2015/2016,Male,Under 21 years,Mean,0.73,Average reconvictions per offender
S12000029,South Lanarkshire,Local Authority,2013/2014,Male,21-25 years,Ratio,31.5,Percent reconvicted
S12000029,South Lanarkshire,Local Authority,2013/2014,Male,Over 40 years,Ratio,20.6,Percent reconvicted
S12000021,North Ayrshire,Local Authority,2017/2018,Male,31-40 years,Ratio,34.6,Percent reconvicted
S12000021,North Ayrshire,Local Authority,2016/2017,Male,21-25 years,Mean,0.5,Average reconvictions per offender
S12000021,North Ayrshire,Local Authority,2015/2016,Male,All,Ratio,32,Percent reconvicted
S12000021,North Ayrshire,Local Authority,2014/2015,Male,31-40 years,Mean,0.63,Average reconvictions per offender
S12000029,South Lanarkshire,Local Authority,2017/2018,Male,Over 40 years,Mean,0.3,Average reconvictions per offender
S12000021,North Ayrshire,Local Authority,2013/2014,Male,All,Mean,0.52,Average reconvictions per offender
S12000029,South Lanarkshire,Local Authority,2013/2014,Male,Over 40 years,Mean,0.35,Average reconvictions per offender
S12000021,North Ayrshire,Local Authority,2012/2013,Male,All,Mean,0.47,Average reconvictions per offender
S12000029,South Lanarkshire,Local Authority,2014/2015,Male,All,Ratio,30,Percent reconvicted
S12000021,North Ayrshire,Local Authority,2013/2014,Male,31-40 years,Ratio,33.4,Percent reconvicted
S12000021,North Ayrshire,Local Authority,2015/2016,Male,31-40 years,Mean,0.68,Average reconvictions per offender
S12000021,North Ayrshire,Local Authority,2016/2017,Male,Under 21 years,Mean,0.56,Average reconvictions per offender
S12000021,North Ayrshire,Local Authority,2014/2015,Male,21-25 years,Mean,0.53,Average reconvictions per offender
S12000028,South Ayrshire,Local Authority,2016/2017,Male,31-40 years,Ratio,36.5,Percent reconvicted
S12000021,North Ayrshire,Local Authority,2013/2014,Male,31-40 years,Mean,0.6,Average reconvictions per offender
S12000021,North Ayrshire,Local Authority,2014/2015,Male,Under 21 years,Mean,0.76,Average reconvictions per offender
S12000028,South Ayrshire,Local Authority,2014/2015,Male,Over 40 years,Ratio,24,Percent reconvicted
S12000021,North Ayrshire,Local Authority,2013/2014,Male,Under 21 years,Mean,0.6,Average reconvictions per offender
S12000021,North Ayrshire,Local Authority,2012/2013,Male,21-25 years,Mean,0.47,Average reconvictions per offender
S12000028,South Ayrshire,Local Authority,2012/2013,Male,All,Ratio,29.6,Percent reconvicted
S12000021,North Ayrshire,Local Authority,2013/2014,Male,21-25 years,Mean,0.49,Average reconvictions per offender
S12000021,North Ayrshire,Local Authority,2015/2016,Male,21-25 years,Mean,0.53,Average reconvictions per offender
S12000028,South Ayrshire,Local Authority,2014/2015,Male,26-30 years,Ratio,34.5,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2014/2015,Male,All,Mean,0.57,Average reconvictions per offender
S12000023,Orkney Islands,Local Authority,2014/2015,Male,21-25 years,Ratio,7.7,Percent reconvicted
S12000021,North Ayrshire,Local Authority,2015/2016,Male,Under 21 years,Ratio,39.4,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2016/2017,Male,Over 40 years,Ratio,22.6,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2013/2014,Male,Under 21 years,Mean,0.6,Average reconvictions per offender
S12000028,South Ayrshire,Local Authority,2014/2015,Male,31-40 years,Mean,0.63,Average reconvictions per offender
S12000021,North Ayrshire,Local Authority,2014/2015,Male,All,Ratio,32.1,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2017/2018,Male,Under 21 years,Ratio,31,Percent reconvicted
S12000021,North Ayrshire,Local Authority,2017/2018,Male,Under 21 years,Ratio,31,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2017/2018,Male,All,Mean,0.53,Average reconvictions per offender
S12000021,North Ayrshire,Local Authority,2016/2017,Male,Over 40 years,Mean,0.43,Average reconvictions per offender
S12000028,South Ayrshire,Local Authority,2015/2016,Male,Under 21 years,Mean,0.73,Average reconvictions per offender
S12000028,South Ayrshire,Local Authority,2017/2018,Male,All,Ratio,28.4,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2016/2017,Male,All,Mean,0.53,Average reconvictions per offender
S12000029,South Lanarkshire,Local Authority,2015/2016,Male,21-25 years,Ratio,33.6,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2015/2016,Male,31-40 years,Ratio,36.6,Percent reconvicted
S12000029,South Lanarkshire,Local Authority,2017/2018,Male,21-25 years,Mean,0.57,Average reconvictions per offender
S12000028,South Ayrshire,Local Authority,2013/2014,Male,31-40 years,Ratio,33.4,Percent reconvicted
S12000021,North Ayrshire,Local Authority,2016/2017,Male,All,Ratio,30.3,Percent reconvicted
S12000021,North Ayrshire,Local Authority,2014/2015,Male,All,Mean,0.57,Average reconvictions per offender
S12000028,South Ayrshire,Local Authority,2017/2018,Male,31-40 years,Mean,0.67,Average reconvictions per offender
S12000021,North Ayrshire,Local Authority,2016/2017,Male,31-40 years,Mean,0.69,Average reconvictions per offender
S12000028,South Ayrshire,Local Authority,2015/2016,Male,All,Ratio,32,Percent reconvicted
S12000021,North Ayrshire,Local Authority,2013/2014,Male,Over 40 years,Mean,0.36,Average reconvictions per offender
S12000028,South Ayrshire,Local Authority,2013/2014,Male,All,Ratio,30.6,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2013/2014,Male,All,Mean,0.52,Average reconvictions per offender
S12000021,North Ayrshire,Local Authority,2017/2018,Male,21-25 years,Ratio,25.5,Percent reconvicted
S12000028,South Ayrshire,Local Authority,2013/2014,Male,Over 40 years,Mean,0.36,Average reconvictions per offender
S12000028,South Ayrshire,Local Authority,2012/2013,Male,Over 40 years,Mean,0.34,Average reconvictions per offender
S12000021,North Ayrshire,Local Authority,2014/2015,Male,Under 21 years,Ratio,45.1,Percent reconvicted
S12000026,Scottish Borders,Local Authority,2012/2013,Male,21-25 years,Ratio,34.9,Percent reconvicted
S12000026,Scottish Borders,Local Authority,2016/2017,Male,Under 21 years,Ratio,44.2,Percent reconvicted
S12000026,Scottish Borders,Local Authority,2013/2014,Male,26-30 years,Mean,0.5,Average reconvictions per offender
S12000027,Shetland Islands,Local Authority,2013/2014,Male,31-40 years,Ratio,10.7,Percent reconvicted
S12000026,Scottish Borders,Local Authority,2013/2014,Male,All,Mean,0.52,Average reconvictions per offender
S12000026,Scottish Borders,Local Authority,2017/2018,Male,26-30 years,Mean,0.43,Average reconvictions per offender
S12000026,Scottish Borders,Local Authority,2017/2018,Male,26-30 years,Ratio,30.7,Percent reconvicted
S12000027,Shetland Islands,Local Authority,2015/2016,Male,31-40 years,Mean,0.36,Average reconvictions per offender
S12000027,Shetland Islands,Local Authority,2012/2013,Male,26-30 years,Ratio,18.2,Percent reconvicted
S12000027,Shetland Islands,Local Authority,2015/2016,Male,All,Mean,0.34,Average reconvictions per offender
S12000027,Shetland Islands,Local Authority,2017/2018,Male,All,Mean,0.2,Average reconvictions per offender
S12000027,Shetland Islands,Local Authority,2015/2016,Male,26-30 years,Ratio,30,Percent reconvicted
S12000026,Scottish Borders,Local Authority,2013/2014,Male,All,Ratio,29.9,Percent reconvicted
S12000027,Shetland Islands,Local Authority,2012/2013,Male,26-30 years,Mean,0.27,Average reconvictions per offender
S12000027,Shetland Islands,Local Authority,2014/2015,Male,Under 21 years,Mean,1.05,Average reconvictions per offender
S12000027,Shetland Islands,Local Authority,2016/2017,Male,21-25 years,Mean,0.42,Average reconvictions per offender
S12000026,Scottish Borders,Local Authority,2014/2015,Male,All,Ratio,26.1,Percent reconvicted
S12000026,Scottish Borders,Local Authority,2014/2015,Male,All,Mean,0.45,Average reconvictions per offender
S12000027,Shetland Islands,Local Authority,2016/2017,Male,26-30 years,Mean,0.3,Average reconvictions per offender
S12000027,Shetland Islands,Local Authority,2015/2016,Male,21-25 years,Mean,0.22,Average reconvictions per offender
S12000027,Shetland Islands,Local Authority,2015/2016,Male,Under 21 years,Ratio,43.8,Percent reconvicted
S12000027,Shetland Islands,Local Authority,2013/2014,Male,26-30 years,Ratio,28.6,Percent reconvicted
S12000027,Shetland Islands,Local Authority,2013/2014,Male,All,Mean,0.28,Average reconvictions per offender
S12000026,Scottish Borders,Local Authority,2012/2013,Male,21-25 years,Mean,0.67,Average reconvictions per offender
S12000027,Shetland Islands,Local Authority,2017/2018,Male,26-30 years,Ratio,13.6,Percent reconvicted
S12000026,Scottish Borders,Local Authority,2015/2016,Male,All,Ratio,26.2,Percent reconvicted
S12000027,Shetland Islands,Local Authority,2015/2016,Male,Over 40 years,Ratio,10.8,Percent reconvicted
S12000027,Shetland Islands,Local Authority,2016/2017,Male,21-25 years,Ratio,38.5,Percent reconvicted
S12000026,Scottish Borders,Local Authority,2012/2013,Male,All,Ratio,30.9,Percent reconvicted
S12000027,Shetland Islands,Local Authority,2013/2014,Male,All,Ratio,22.9,Percent reconvicted
S12000027,Shetland Islands,Local Authority,2015/2016,Male,21-25 years,Ratio,14.8,Percent reconvicted
S12000027,Shetland Islands,Local Authority,2012/2013,Male,31-40 years,Ratio,6.9,Percent reconvicted
S12000026,Scottish Borders,Local Authority,2015/2016,Male,21-25 years,Ratio,25.3,Percent reconvicted
S12000027,Shetland Islands,Local Authority,2012/2013,Male,31-40 years,Mean,0.1,Average reconvictions per offender
S12000026,Scottish Borders,Local Authority,2012/2013,Male,All,Mean,0.57,Average reconvictions per offender
S12000026,Scottish Borders,Local Authority,2013/2014,Male,21-25 years,Mean,0.64,Average reconvictions per offender
S12000027,Shetland Islands,Local Authority,2012/2013,Male,Under 21 years,Mean,0.41,Average reconvictions per offender
