FeatureCode,DateCode,Measurement,Units,Value,Gender,Age
S12000030,2013/2014,Mean,Average reconvictions per offender,0.58,Male,Under 21 years
S12000020,2012/2013,Mean,Average reconvictions per offender,0.48,Male,21-25 years
S12000020,2016/2017,Mean,Average reconvictions per offender,0.47,Male,21-25 years
S12000020,2015/2016,Mean,Average reconvictions per offender,0.3,Male,Over 40 years
S12000020,2013/2014,Mean,Average reconvictions per offender,0.42,Male,All
S12000030,2016/2017,Mean,Average reconvictions per offender,0.63,Male,26-30 years
S12000030,2016/2017,Ratio,Percent reconvicted,37.8,Male,26-30 years
S12000020,2014/2015,Ratio,Percent reconvicted,29,Male,21-25 years
S12000030,2015/2016,Mean,Average reconvictions per offender,0.47,Male,26-30 years
S12000020,2015/2016,Mean,Average reconvictions per offender,0.43,Male,21-25 years
S12000020,2012/2013,Mean,Average reconvictions per offender,0.33,Male,26-30 years
S12000030,2012/2013,Mean,Average reconvictions per offender,0.45,Male,Over 40 years
S12000020,2014/2015,Ratio,Percent reconvicted,31.3,Male,31-40 years
S12000030,2014/2015,Mean,Average reconvictions per offender,0.36,Male,Over 40 years
S12000020,2012/2013,Mean,Average reconvictions per offender,0.16,Male,Over 40 years
S12000020,2014/2015,Mean,Average reconvictions per offender,0.47,Male,31-40 years
S12000020,2015/2016,Ratio,Percent reconvicted,24.4,Male,All
S12000020,2015/2016,Mean,Average reconvictions per offender,0.45,Male,31-40 years
S12000030,2017/2018,Ratio,Percent reconvicted,23.6,Male,All
S12000020,2016/2017,Mean,Average reconvictions per offender,0.36,Male,26-30 years
S12000029,2017/2018,Mean,Average reconvictions per offender,0.49,Male,All
S12000020,2013/2014,Mean,Average reconvictions per offender,0.39,Male,31-40 years
S12000029,2013/2014,Ratio,Percent reconvicted,30.4,Male,26-30 years
S12000020,2012/2013,Ratio,Percent reconvicted,25.7,Male,Under 21 years
S12000029,2013/2014,Ratio,Percent reconvicted,28.9,Male,31-40 years
S12000020,2012/2013,Ratio,Percent reconvicted,31.4,Male,21-25 years
S12000029,2015/2016,Mean,Average reconvictions per offender,0.54,Male,All
S12000029,2012/2013,Ratio,Percent reconvicted,31.2,Male,26-30 years
S12000030,2015/2016,Ratio,Percent reconvicted,17.4,Male,Over 40 years
S12000020,2016/2017,Mean,Average reconvictions per offender,0.24,Male,Over 40 years
S12000020,2013/2014,Ratio,Percent reconvicted,25.9,Male,All
S12000020,2016/2017,Ratio,Percent reconvicted,27.1,Male,21-25 years
S12000020,2017/2018,Mean,Average reconvictions per offender,0.42,Male,21-25 years
S12000030,2017/2018,Ratio,Percent reconvicted,13.9,Male,Over 40 years
S12000030,2016/2017,Mean,Average reconvictions per offender,0.44,Male,31-40 years
S12000020,2013/2014,Mean,Average reconvictions per offender,0.15,Male,Over 40 years
S12000020,2016/2017,Ratio,Percent reconvicted,16.7,Male,Over 40 years
S12000030,2015/2016,Mean,Average reconvictions per offender,0.3,Male,Over 40 years
S12000030,2013/2014,Ratio,Percent reconvicted,18.9,Male,Over 40 years
S12000020,2015/2016,Mean,Average reconvictions per offender,0.43,Male,26-30 years
S12000020,2015/2016,Ratio,Percent reconvicted,20.9,Male,31-40 years
S12000030,2013/2014,Ratio,Percent reconvicted,32.1,Male,31-40 years
S12000020,2012/2013,Ratio,Percent reconvicted,35.6,Male,31-40 years
S12000020,2015/2016,Ratio,Percent reconvicted,18.8,Male,Over 40 years
S12000020,2014/2015,Ratio,Percent reconvicted,27.1,Male,All
S12000020,2017/2018,Mean,Average reconvictions per offender,0.28,Male,Over 40 years
S12000020,2015/2016,Ratio,Percent reconvicted,36.4,Male,Under 21 years
S12000030,2017/2018,Mean,Average reconvictions per offender,0.5,Male,31-40 years
S12000030,2014/2015,Ratio,Percent reconvicted,19.5,Male,Over 40 years
S12000030,2012/2013,Ratio,Percent reconvicted,32.6,Male,31-40 years
S12000020,2015/2016,Ratio,Percent reconvicted,25.6,Male,21-25 years
S12000030,2013/2014,Mean,Average reconvictions per offender,0.5,Male,31-40 years
S12000040,2013/2014,Ratio,Percent reconvicted,37.3,Male,Under 21 years
S92000003,2014/2015,Ratio,Percent reconvicted,29.3,Male,All
S12000049,2014/2015,Ratio,Percent reconvicted,31,Male,21-25 years
S12000006,2014/2015,Mean,Average reconvictions per offender,0.5,Male,31-40 years
S12000040,2016/2017,Mean,Average reconvictions per offender,0.48,Male,26-30 years
S92000003,2014/2015,Mean,Average reconvictions per offender,0.52,Male,All
S12000048,2016/2017,Mean,Average reconvictions per offender,0.33,Male,Under 21 years
S12000049,2013/2014,Mean,Average reconvictions per offender,0.59,Male,21-25 years
S12000040,2014/2015,Ratio,Percent reconvicted,26.9,Male,31-40 years
S12000048,2013/2014,Mean,Average reconvictions per offender,0.28,Male,Over 40 years
S12000006,2016/2017,Ratio,Percent reconvicted,27.8,Male,31-40 years
S92000003,2013/2014,Mean,Average reconvictions per offender,0.54,Male,All
S12000006,2013/2014,Mean,Average reconvictions per offender,0.45,Male,31-40 years
S12000006,2016/2017,Ratio,Percent reconvicted,30.9,Male,26-30 years
S12000006,2013/2014,Ratio,Percent reconvicted,26.3,Male,31-40 years
S12000006,2017/2018,Mean,Average reconvictions per offender,0.58,Male,26-30 years
S12000005,2017/2018,Ratio,Percent reconvicted,12.5,Male,Over 40 years
S12000040,2016/2017,Ratio,Percent reconvicted,32.3,Male,Under 21 years
S12000048,2012/2013,Mean,Average reconvictions per offender,0.23,Male,Over 40 years
S92000003,2016/2017,Ratio,Percent reconvicted,31,Male,21-25 years
S12000045,2014/2015,Mean,Average reconvictions per offender,0.63,Male,31-40 years
S12000045,2012/2013,Mean,Average reconvictions per offender,0.52,Male,Over 40 years
S12000045,2013/2014,Ratio,Percent reconvicted,24.1,Male,Over 40 years
S12000049,2017/2018,Mean,Average reconvictions per offender,0.48,Male,21-25 years
S12000045,2014/2015,Ratio,Percent reconvicted,35,Male,21-25 years
S92000003,2012/2013,Ratio,Percent reconvicted,31.2,Male,31-40 years
S12000045,2014/2015,Mean,Average reconvictions per offender,0.68,Male,26-30 years
S92000003,2012/2013,Ratio,Percent reconvicted,30,Male,All
S12000006,2015/2016,Ratio,Percent reconvicted,30.4,Male,31-40 years
S12000048,2017/2018,Ratio,Percent reconvicted,28.9,Male,21-25 years
S12000045,2012/2013,Ratio,Percent reconvicted,35.5,Male,21-25 years
S12000048,2014/2015,Mean,Average reconvictions per offender,0.46,Male,Under 21 years
S12000045,2016/2017,Ratio,Percent reconvicted,34.1,Male,21-25 years
S12000045,2017/2018,Ratio,Percent reconvicted,27.3,Male,All
S12000045,2012/2013,Ratio,Percent reconvicted,35,Male,31-40 years
S92000003,2013/2014,Ratio,Percent reconvicted,29.6,Male,All
S12000006,2014/2015,Mean,Average reconvictions per offender,0.41,Male,21-25 years
S12000049,2016/2017,Ratio,Percent reconvicted,29.4,Male,All
S92000003,2015/2016,Mean,Average reconvictions per offender,0.63,Male,Under 21 years
S12000006,2015/2016,Mean,Average reconvictions per offender,0.36,Male,Over 40 years
S92000003,2014/2015,Mean,Average reconvictions per offender,0.68,Male,Under 21 years
S12000006,2015/2016,Mean,Average reconvictions per offender,0.46,Male,21-25 years
S12000006,2017/2018,Mean,Average reconvictions per offender,0.25,Male,Over 40 years
S12000006,2012/2013,Mean,Average reconvictions per offender,0.5,Male,21-25 years
S12000048,2015/2016,Ratio,Percent reconvicted,23.3,Male,21-25 years
S12000048,2013/2014,Ratio,Percent reconvicted,24.6,Male,All
S12000049,2014/2015,Mean,Average reconvictions per offender,0.65,Male,Under 21 years
S12000006,2017/2018,Ratio,Percent reconvicted,28.9,Male,31-40 years
S12000049,2012/2013,Ratio,Percent reconvicted,33.4,Male,21-25 years
S12000040,2014/2015,Mean,Average reconvictions per offender,0.44,Male,31-40 years
S12000006,2016/2017,Mean,Average reconvictions per offender,0.65,Male,26-30 years
S12000040,2012/2013,Ratio,Percent reconvicted,26.2,Male,31-40 years
S12000006,2012/2013,Mean,Average reconvictions per offender,0.59,Male,26-30 years
S92000003,2016/2017,Ratio,Percent reconvicted,33.9,Male,Under 21 years
S12000040,2017/2018,Mean,Average reconvictions per offender,0.35,Male,26-30 years
S12000040,2016/2017,Ratio,Percent reconvicted,23.9,Male,All
S12000006,2015/2016,Mean,Average reconvictions per offender,0.54,Male,31-40 years
S92000003,2014/2015,Ratio,Percent reconvicted,37.5,Male,Under 21 years
S12000006,2014/2015,Ratio,Percent reconvicted,30.4,Male,31-40 years
S12000040,2017/2018,Ratio,Percent reconvicted,24.1,Male,31-40 years
S12000040,2015/2016,Ratio,Percent reconvicted,23.4,Male,All
S12000006,2012/2013,Ratio,Percent reconvicted,24,Male,31-40 years
S12000006,2012/2013,Ratio,Percent reconvicted,32.9,Male,Under 21 years
S12000047,2013/2014,Mean,Average reconvictions per offender,0.61,Male,31-40 years
S12000006,2012/2013,Mean,Average reconvictions per offender,0.42,Male,31-40 years
S12000049,2014/2015,Ratio,Percent reconvicted,26,Male,Over 40 years
S12000045,2012/2013,Mean,Average reconvictions per offender,0.64,Male,26-30 years
S12000049,2013/2014,Ratio,Percent reconvicted,32.9,Male,21-25 years
S12000006,2015/2016,Ratio,Percent reconvicted,32.4,Male,Under 21 years
S12000049,2016/2017,Ratio,Percent reconvicted,24.3,Male,Over 40 years
S12000006,2015/2016,Mean,Average reconvictions per offender,0.48,Male,26-30 years
S12000006,2017/2018,Mean,Average reconvictions per offender,0.51,Male,31-40 years
S12000006,2014/2015,Mean,Average reconvictions per offender,0.7,Male,26-30 years
S12000045,2017/2018,Mean,Average reconvictions per offender,0.51,Male,21-25 years
S12000045,2017/2018,Ratio,Percent reconvicted,31.1,Male,Under 21 years
S12000006,2017/2018,Ratio,Percent reconvicted,33.5,Male,26-30 years
S12000045,2015/2016,Ratio,Percent reconvicted,32.7,Male,21-25 years
S12000045,2016/2017,Ratio,Percent reconvicted,23.6,Male,26-30 years
S12000006,2017/2018,Mean,Average reconvictions per offender,0.59,Male,Under 21 years
S12000045,2012/2013,Ratio,Percent reconvicted,34.4,Male,All
S12000040,2013/2014,Mean,Average reconvictions per offender,0.64,Male,26-30 years
S12000040,2012/2013,Ratio,Percent reconvicted,28.7,Male,All
S12000045,2016/2017,Mean,Average reconvictions per offender,0.49,Male,Under 21 years
S12000006,2015/2016,Mean,Average reconvictions per offender,0.52,Male,Under 21 years
S12000006,2012/2013,Ratio,Percent reconvicted,26.7,Male,All
S12000040,2015/2016,Mean,Average reconvictions per offender,0.35,Male,26-30 years
S12000006,2013/2014,Ratio,Percent reconvicted,38.1,Male,Under 21 years
S12000045,2012/2013,Mean,Average reconvictions per offender,0.63,Male,All
S12000045,2014/2015,Mean,Average reconvictions per offender,0.3,Male,Over 40 years
S12000045,2014/2015,Ratio,Percent reconvicted,42.5,Male,Under 21 years
S12000040,2014/2015,Ratio,Percent reconvicted,30.4,Male,26-30 years
S12000006,2012/2013,Mean,Average reconvictions per offender,0.64,Male,Under 21 years
S12000040,2015/2016,Ratio,Percent reconvicted,24.7,Male,26-30 years
S12000048,2017/2018,Mean,Average reconvictions per offender,0.46,Male,26-30 years
S12000045,2013/2014,Ratio,Percent reconvicted,29.7,Male,21-25 years
S12000045,2015/2016,Ratio,Percent reconvicted,34.2,Male,26-30 years
S12000040,2013/2014,Ratio,Percent reconvicted,30,Male,31-40 years
S12000048,2012/2013,Ratio,Percent reconvicted,29.4,Male,21-25 years
S12000045,2012/2013,Ratio,Percent reconvicted,25.3,Male,Over 40 years
S12000005,2012/2013,Ratio,Percent reconvicted,14.3,Male,Over 40 years
S12000045,2017/2018,Mean,Average reconvictions per offender,0.6,Male,Under 21 years
S12000005,2014/2015,Mean,Average reconvictions per offender,0.3,Male,Over 40 years
S12000045,2013/2014,Ratio,Percent reconvicted,31.5,Male,All
S12000005,2015/2016,Ratio,Percent reconvicted,29.1,Male,All
S12000040,2016/2017,Mean,Average reconvictions per offender,0.3,Male,31-40 years
S12000049,2012/2013,Ratio,Percent reconvicted,35.1,Male,26-30 years
S12000045,2015/2016,Ratio,Percent reconvicted,22.9,Male,Over 40 years
S12000045,2014/2015,Ratio,Percent reconvicted,20.3,Male,Over 40 years
S12000006,2012/2013,Ratio,Percent reconvicted,27.3,Male,26-30 years
S12000005,2012/2013,Mean,Average reconvictions per offender,0.4,Male,Over 40 years
S92000003,2015/2016,Ratio,Percent reconvicted,28.3,Male,All
S12000006,2013/2014,Mean,Average reconvictions per offender,0.56,Male,26-30 years
S12000047,2014/2015,Mean,Average reconvictions per offender,0.6,Male,31-40 years
S12000006,2016/2017,Mean,Average reconvictions per offender,0.48,Male,31-40 years
S12000047,2014/2015,Mean,Average reconvictions per offender,0.7,Male,Under 21 years
S12000045,2015/2016,Mean,Average reconvictions per offender,0.68,Male,26-30 years
S12000045,2017/2018,Mean,Average reconvictions per offender,0.54,Male,26-30 years
S12000045,2012/2013,Ratio,Percent reconvicted,42.2,Male,Under 21 years
S12000045,2015/2016,Ratio,Percent reconvicted,38.2,Male,Under 21 years
S12000005,2014/2015,Ratio,Percent reconvicted,32.2,Male,All
S12000049,2014/2015,Mean,Average reconvictions per offender,0.65,Male,31-40 years
S12000040,2015/2016,Mean,Average reconvictions per offender,0.36,Male,31-40 years
S12000045,2015/2016,Mean,Average reconvictions per offender,0.39,Male,Over 40 years
S12000050,2017/2018,Mean,Average reconvictions per offender,0.66,Male,Under 21 years
S12000006,2013/2014,Ratio,Percent reconvicted,27.5,Male,All
S12000039,2015/2016,Mean,Average reconvictions per offender,0.53,Male,All
S12000050,2017/2018,Mean,Average reconvictions per offender,0.3,Male,Over 40 years
S12000039,2014/2015,Ratio,Percent reconvicted,42.5,Male,Under 21 years
S12000006,2013/2014,Ratio,Percent reconvicted,17.7,Male,Over 40 years
S12000045,2013/2014,Mean,Average reconvictions per offender,0.61,Male,31-40 years
S12000045,2017/2018,Ratio,Percent reconvicted,36.8,Male,21-25 years
S12000006,2013/2014,Mean,Average reconvictions per offender,0.46,Male,All
S92000003,2015/2016,Mean,Average reconvictions per offender,0.49,Male,All
S12000048,2016/2017,Mean,Average reconvictions per offender,0.3,Male,Over 40 years
S12000045,2017/2018,Mean,Average reconvictions per offender,0.4,Male,All
S12000045,2016/2017,Mean,Average reconvictions per offender,0.32,Male,Over 40 years
S12000006,2012/2013,Mean,Average reconvictions per offender,0.49,Male,All
S92000003,2017/2018,Mean,Average reconvictions per offender,0.47,Male,All
S12000006,2014/2015,Ratio,Percent reconvicted,28.6,Male,All
S12000006,2016/2017,Mean,Average reconvictions per offender,0.33,Male,Over 40 years
S12000045,2014/2015,Mean,Average reconvictions per offender,0.56,Male,All
S12000006,2016/2017,Ratio,Percent reconvicted,19.7,Male,Over 40 years
S12000048,2013/2014,Mean,Average reconvictions per offender,0.59,Male,Under 21 years
S12000006,2014/2015,Mean,Average reconvictions per offender,0.35,Male,Over 40 years
S12000006,2014/2015,Ratio,Percent reconvicted,19.4,Male,Over 40 years
S12000049,2012/2013,Mean,Average reconvictions per offender,0.64,Male,All
S12000006,2017/2018,Ratio,Percent reconvicted,14.3,Male,Over 40 years
S12000040,2015/2016,Mean,Average reconvictions per offender,0.35,Male,All
S12000045,2017/2018,Mean,Average reconvictions per offender,0.31,Male,Over 40 years
S92000003,2015/2016,Mean,Average reconvictions per offender,0.55,Male,31-40 years
S12000048,2012/2013,Ratio,Percent reconvicted,30.2,Male,26-30 years
S12000006,2015/2016,Ratio,Percent reconvicted,25.6,Male,26-30 years
S12000045,2017/2018,Ratio,Percent reconvicted,22.7,Male,31-40 years
S12000006,2014/2015,Ratio,Percent reconvicted,33.9,Male,26-30 years
S12000050,2014/2015,Ratio,Percent reconvicted,33.3,Male,21-25 years
S12000045,2014/2015,Mean,Average reconvictions per offender,0.56,Male,21-25 years
S12000048,2015/2016,Ratio,Percent reconvicted,28.4,Male,31-40 years
S12000045,2013/2014,Mean,Average reconvictions per offender,0.4,Male,Over 40 years
S12000050,2016/2017,Mean,Average reconvictions per offender,0.45,Male,31-40 years
S12000045,2015/2016,Mean,Average reconvictions per offender,0.45,Male,21-25 years
S12000006,2017/2018,Ratio,Percent reconvicted,26.6,Male,All
S12000045,2013/2014,Mean,Average reconvictions per offender,0.54,Male,All
S12000045,2016/2017,Mean,Average reconvictions per offender,0.45,Male,All
S92000003,2012/2013,Mean,Average reconvictions per offender,0.61,Male,Under 21 years
S12000045,2013/2014,Mean,Average reconvictions per offender,0.45,Male,21-25 years
S12000006,2016/2017,Mean,Average reconvictions per offender,0.51,Male,All
S12000039,2017/2018,Ratio,Percent reconvicted,31.1,Male,Under 21 years
S12000048,2015/2016,Mean,Average reconvictions per offender,0.45,Male,31-40 years
S12000045,2013/2014,Mean,Average reconvictions per offender,0.6,Male,Under 21 years
S12000006,2016/2017,Ratio,Percent reconvicted,28.1,Male,All
S12000048,2015/2016,Ratio,Percent reconvicted,21.2,Male,26-30 years
S92000003,2012/2013,Ratio,Percent reconvicted,31.9,Male,21-25 years
S12000045,2015/2016,Ratio,Percent reconvicted,32.8,Male,31-40 years
S12000045,2016/2017,Ratio,Percent reconvicted,27.5,Male,All
S12000050,2015/2016,Ratio,Percent reconvicted,33.6,Male,21-25 years
S12000039,2012/2013,Ratio,Percent reconvicted,35.5,Male,21-25 years
S12000048,2017/2018,Ratio,Percent reconvicted,21,Male,Over 40 years
S12000048,2013/2014,Mean,Average reconvictions per offender,0.39,Male,21-25 years
S12000006,2014/2015,Mean,Average reconvictions per offender,0.51,Male,All
S12000006,2015/2016,Ratio,Percent reconvicted,27.1,Male,All
S12000039,2015/2016,Ratio,Percent reconvicted,38.2,Male,Under 21 years
S12000039,2016/2017,Mean,Average reconvictions per offender,0.45,Male,All
S12000039,2014/2015,Mean,Average reconvictions per offender,0.56,Male,All
S12000045,2013/2014,Ratio,Percent reconvicted,33.7,Male,31-40 years
S12000006,2017/2018,Mean,Average reconvictions per offender,0.45,Male,All
S12000045,2016/2017,Ratio,Percent reconvicted,21.8,Male,Over 40 years
S92000003,2013/2014,Mean,Average reconvictions per offender,0.65,Male,Under 21 years
