FeatureCode,DateCode,Measurement,Units,Value,Indicator (travel to work)
S12000014,2015,Ratio,Percent Of Journeys,3.9,% Education Journeys
S12000014,2005,Ratio,Percent Of Journeys,26,% Shopping Journeys
S12000014,2014,Ratio,Percent Of Journeys,4.5,% Train Journeys To Work
S12000014,2016,Ratio,Percent Of Journeys,25.1,% Shopping Journeys
S12000014,2009,Ratio,Percent Of Journeys,4.7,% Education Journeys
S12000014,2003,Ratio,Percent Of Journeys,8.7,% Bus Journeys To Work
S12000014,1999,Ratio,Percent Of Journeys,7.1,% Bus Journeys To Work
S12000014,2005,Ratio,Percent Of Journeys,10,% Bus Journeys To Work
S12000014,2012,Ratio,Percent Of Journeys,6.7,% Education Journeys
S12000014,2007,Ratio,Percent Of Journeys,1.8,% Education Journeys
S12000014,2009,Ratio,Percent Of Journeys,22.9,% Shopping Journeys
S12000014,2007,Ratio,Percent Of Journeys,22.5,% Shopping Journeys
S12000014,2016,Ratio,Percent Of Journeys,3.4,% Train Journeys To Work
S12000014,2015,Ratio,Percent Of Journeys,6,% Train Journeys To Work
S12000014,2001,Ratio,Percent Of Journeys,0.8,% Education Journeys
S12000014,2019,Ratio,Percent Of Journeys,4,% Train Journeys To Work
S12000014,2003,Ratio,Percent Of Journeys,17.4,% Shopping Journeys
S12000014,2001,Ratio,Percent Of Journeys,7.7,% Bus Journeys To Work
S12000014,2009,Ratio,Percent Of Journeys,6.3,% Train Journeys To Work
S12000014,2019,Ratio,Percent Of Journeys,2,% Health Journeys
S12000014,2012,Ratio,Percent Of Journeys,3.2,% Bus Journeys To Work
S12000014,2009,Ratio,Percent Of Journeys,8.4,% Bus Journeys To Work
S12000014,2012,Ratio,Percent Of Journeys,0.5,% Health Journeys
S12000014,2017,Ratio,Percent Of Journeys,4.2,% Cycling Journeys To Work
S12000014,2007,Ratio,Percent Of Journeys,2.8,% Health Journeys
S12000014,2001,Ratio,Percent Of Journeys,52.6,% Child Journeys To School By Walking/Cycling
S12000014,2016,Ratio,Percent Of Journeys,12.6,% Walking Journeys To Work
S12000014,1999,Ratio,Percent Of Journeys,57.7,% Child Journeys To School By Walking/Cycling
S12000014,2015,Ratio,Percent Of Journeys,26.1,% Commuting Journeys
S12000014,2014,Ratio,Percent Of Journeys,1.3,% Health Journeys
S12000014,2014,Ratio,Percent Of Journeys,23.9,% Shopping Journeys
S12000014,2019,Ratio,Percent Of Journeys,18,% Commuting Journeys
S12000014,2009,Ratio,Percent Of Journeys,3,% Health Journeys
S12000014,2015,Ratio,Percent Of Journeys,1.5,% Health Journeys
S12000014,2013,Ratio,Percent Of Journeys,58.9,% Child Journeys To School By Walking/Cycling
S12000014,2017,Ratio,Percent Of Journeys,8.3,% Walking Journeys To Work
S12000014,2014,Ratio,Percent Of Journeys,49.3,% Child Journeys To School By Walking/Cycling
S12000014,2018,Ratio,Percent Of Journeys,5,% Train Journeys To Work
S12000014,2013,Ratio,Percent Of Journeys,5.4,% Walking Journeys To Work
S12000014,2005,Ratio,Percent Of Journeys,46.8,% Child Journeys To School By Walking/Cycling
S12000014,2007,Ratio,Percent Of Journeys,8.8,% Walking Journeys To Work
S12000014,2016,Ratio,Percent Of Journeys,4.8,% Health Journeys
S12000014,2005,Ratio,Percent Of Journeys,9.8,% Walking Journeys To Work
S12000014,2009,Ratio,Percent Of Journeys,8.8,% Walking Journeys To Work
S12000014,2012,Ratio,Percent Of Journeys,64.4,% Child Journeys To School By Walking/Cycling
S12000014,2003,Ratio,Percent Of Journeys,2.5,% Health Journeys
S12000014,2005,Ratio,Percent Of Journeys,3,% Health Journeys
S12000014,1999,Ratio,Percent Of Journeys,2.3,% Health Journeys
S12000014,2017,Ratio,Percent Of Journeys,7.5,% Train Journeys To Work
S12000014,2016,Ratio,Percent Of Journeys,49,% Child Journeys To School By Walking/Cycling
S12000014,2018,Ratio,Percent Of Journeys,1,% Health Journeys
S12000014,2012,Ratio,Percent Of Journeys,22.4,% Commuting Journeys
S12000014,1999,Ratio,Percent Of Journeys,0.8,% Education Journeys
S12000014,2013,Ratio,Percent Of Journeys,2.6,% Health Journeys
S12000017,2007,Ratio,Percent Of Journeys,1,% Train Journeys To Work
S12000017,2009,Ratio,Percent Of Journeys,18.6,% Shopping Journeys
S12000017,2018,Ratio,Percent Of Journeys,45,% Child Journeys To School By Walking/Cycling
S12000017,2005,Ratio,Percent Of Journeys,1.3,% Train Journeys To Work
S12000017,2015,Ratio,Percent Of Journeys,27.8,% Commuting Journeys
S12000017,2019,Ratio,Percent Of Journeys,8,% Cycling Journeys To Work
S12000017,2015,Ratio,Percent Of Journeys,0.8,% Train Journeys To Work
S12000017,2007,Ratio,Percent Of Journeys,27,% Commuting Journeys
S12000017,2009,Ratio,Percent Of Journeys,1,% Train Journeys To Work
S12000017,2016,Ratio,Percent Of Journeys,1.1,% Train Journeys To Work
S12000017,2014,Ratio,Percent Of Journeys,1.7,% Train Journeys To Work
S12000017,2018,Ratio,Percent Of Journeys,5,% Business Journeys
S12000017,1999,Ratio,Percent Of Journeys,0.8,% Train Journeys To Work
S12000017,2005,Ratio,Percent Of Journeys,29,% Commuting Journeys
S12000017,2013,Ratio,Percent Of Journeys,0.7,% Train Journeys To Work
S12000017,2012,Ratio,Percent Of Journeys,1,% Train Journeys To Work
S12000017,2014,Ratio,Percent Of Journeys,2.4,% Business Journeys
S12000017,2013,Ratio,Percent Of Journeys,2.2,% Business Journeys
S12000017,2015,Ratio,Percent Of Journeys,3.5,% Business Journeys
S12000017,2017,Ratio,Percent Of Journeys,3.4,% Train Journeys To Work
S12000017,2014,Ratio,Percent Of Journeys,6.1,% Cycling Journeys To Work
S12000017,2017,Ratio,Percent Of Journeys,8,% Bus Journeys To Work
S12000017,2016,Ratio,Percent Of Journeys,0.4,% Business Journeys
S12000017,2012,Ratio,Percent Of Journeys,24,% Shopping Journeys
S12000017,2009,Ratio,Percent Of Journeys,3.5,% Cycling Journeys To Work
S12000017,2017,Ratio,Percent Of Journeys,4.4,% Education Journeys
S12000017,2019,Ratio,Percent Of Journeys,20,% Shopping Journeys
S12000017,2012,Ratio,Percent Of Journeys,3.9,% Business Journeys
S12000017,2016,Ratio,Percent Of Journeys,7.4,% Cycling Journeys To Work
S12000017,2005,Ratio,Percent Of Journeys,8,% Business Journeys
S12000017,2009,Ratio,Percent Of Journeys,1.7,% Business Journeys
S12000017,2015,Ratio,Percent Of Journeys,7.1,% Cycling Journeys To Work
S12000017,1999,Ratio,Percent Of Journeys,21.4,% Shopping Journeys
S12000017,2007,Ratio,Percent Of Journeys,1.8,% Business Journeys
S12000017,2018,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000017,2018,Ratio,Percent Of Journeys,5,% Cycling Journeys To Work
S12000017,2009,Ratio,Percent Of Journeys,24.3,% Commuting Journeys
S12000017,2012,Ratio,Percent Of Journeys,5.2,% Cycling Journeys To Work
S12000017,2005,Ratio,Percent Of Journeys,2,% Education Journeys
S12000017,2001,Ratio,Percent Of Journeys,2.7,% Education Journeys
S12000017,2001,Ratio,Percent Of Journeys,2.6,% Cycling Journeys To Work
S12000017,2012,Ratio,Percent Of Journeys,8.5,% Education Journeys
S12000017,2013,Ratio,Percent Of Journeys,3.3,% Education Journeys
S12000017,2007,Ratio,Percent Of Journeys,1.4,% Education Journeys
S12000017,2015,Ratio,Percent Of Journeys,4.3,% Education Journeys
S12000017,2014,Ratio,Percent Of Journeys,22.2,% Commuting Journeys
S12000017,2019,Ratio,Percent Of Journeys,2,% Train Journeys To Work
S12000017,2017,Ratio,Percent Of Journeys,22.8,% Shopping Journeys
S12000017,1999,Ratio,Percent Of Journeys,6.9,% Business Journeys
S12000017,2003,Ratio,Percent Of Journeys,6.1,% Business Journeys
S12000017,1999,Ratio,Percent Of Journeys,4.5,% Cycling Journeys To Work
S12000017,2001,Ratio,Percent Of Journeys,9.4,% Business Journeys
S12000017,2015,Ratio,Percent Of Journeys,18,% Walking Journeys To Work
S12000017,2018,Ratio,Percent Of Journeys,9,% Walking Journeys To Work
S12000017,2014,Ratio,Percent Of Journeys,7.8,% Education Journeys
S12000017,2013,Ratio,Percent Of Journeys,16.8,% Walking Journeys To Work
S12000017,2003,Ratio,Percent Of Journeys,16.2,% Walking Journeys To Work
S12000017,2005,Ratio,Percent Of Journeys,16.3,% Walking Journeys To Work
S12000017,2017,Ratio,Percent Of Journeys,7.7,% Cycling Journeys To Work
S12000017,2019,Ratio,Percent Of Journeys,4,% Education Journeys
S12000017,2018,Ratio,Percent Of Journeys,5,% Education Journeys
S12000017,2014,Ratio,Percent Of Journeys,17.2,% Walking Journeys To Work
S12000017,2003,Ratio,Percent Of Journeys,2.6,% Education Journeys
S12000017,2016,Ratio,Percent Of Journeys,8.3,% Education Journeys
S12000017,2009,Ratio,Percent Of Journeys,1.9,% Education Journeys
S12000017,1999,Ratio,Percent Of Journeys,2.4,% Education Journeys
S12000017,2003,Ratio,Percent Of Journeys,24.9,% Commuting Journeys
S12000017,2018,Ratio,Percent Of Journeys,19,% Shopping Journeys
S12000017,2016,Ratio,Percent Of Journeys,21.3,% Commuting Journeys
S12000017,2012,Ratio,Percent Of Journeys,4.9,% Bus Journeys To Work
S12000017,2007,Ratio,Percent Of Journeys,18.5,% Walking Journeys To Work
S12000017,2007,Ratio,Percent Of Journeys,6.5,% Bus Journeys To Work
S12000017,2003,Ratio,Percent Of Journeys,7.9,% Bus Journeys To Work
S12000017,2003,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000017,2012,Ratio,Percent Of Journeys,20.6,% Walking Journeys To Work
S12000017,2017,Ratio,Percent Of Journeys,51.8,% Child Journeys To School By Walking/Cycling
S12000017,2001,Ratio,Percent Of Journeys,0.9,% Train Journeys To Work
S12000017,2009,Ratio,Percent Of Journeys,5.6,% Bus Journeys To Work
S12000017,2015,Ratio,Percent Of Journeys,5.7,% Bus Journeys To Work
S12000017,2016,Ratio,Percent Of Journeys,13,% Walking Journeys To Work
S12000017,2013,Ratio,Percent Of Journeys,5,% Bus Journeys To Work
S12000017,2016,Ratio,Percent Of Journeys,3,% Bus Journeys To Work
S12000017,2017,Ratio,Percent Of Journeys,27.2,% Commuting Journeys
S12000017,2001,Ratio,Percent Of Journeys,17.6,% Walking Journeys To Work
S12000017,1999,Ratio,Percent Of Journeys,5.8,% Bus Journeys To Work
S12000017,1999,Ratio,Percent Of Journeys,17.5,% Walking Journeys To Work
S12000017,2001,Ratio,Percent Of Journeys,7.9,% Bus Journeys To Work
S12000017,2014,Ratio,Percent Of Journeys,5.6,% Bus Journeys To Work
S12000017,2013,Ratio,Percent Of Journeys,23.9,% Commuting Journeys
S12000017,2005,Ratio,Percent Of Journeys,7.3,% Bus Journeys To Work
S12000017,2019,Ratio,Percent Of Journeys,16,% Walking Journeys To Work
S12000017,2013,Ratio,Percent Of Journeys,3.5,% Cycling Journeys To Work
S12000017,2009,Ratio,Percent Of Journeys,16.8,% Walking Journeys To Work
S12000017,2015,Ratio,Percent Of Journeys,2.3,% Health Journeys
S12000017,2013,Ratio,Percent Of Journeys,1.4,% Health Journeys
S12000017,2003,Ratio,Percent Of Journeys,22.4,% Shopping Journeys
S12000017,2016,Ratio,Percent Of Journeys,1.9,% Health Journeys
S12000017,2007,Ratio,Percent Of Journeys,20.5,% Shopping Journeys
S12000017,2016,Ratio,Percent Of Journeys,58.1,% Child Journeys To School By Walking/Cycling
S12000017,2016,Ratio,Percent Of Journeys,19.1,% Shopping Journeys
S12000017,2018,Ratio,Percent Of Journeys,2,% Bus Journeys To Work
S12000017,1999,Ratio,Percent Of Journeys,24.7,% Commuting Journeys
S12000017,2017,Ratio,Percent Of Journeys,12,% Walking Journeys To Work
S12000017,2005,Ratio,Percent Of Journeys,48.9,% Child Journeys To School By Walking/Cycling
S12000017,2003,Ratio,Percent Of Journeys,48.6,% Child Journeys To School By Walking/Cycling
S12000017,2001,Ratio,Percent Of Journeys,22.7,% Shopping Journeys
S12000017,2005,Ratio,Percent Of Journeys,19,% Shopping Journeys
S12000017,2019,Ratio,Percent Of Journeys,64,% Child Journeys To School By Walking/Cycling
S12000017,2019,Ratio,Percent Of Journeys,26,% Commuting Journeys
S12000017,2014,Ratio,Percent Of Journeys,2.4,% Health Journeys
S12000017,2012,Ratio,Percent Of Journeys,0.9,% Health Journeys
S12000017,2005,Ratio,Percent Of Journeys,2,% Cycling Journeys To Work
S12000017,2019,Ratio,Percent Of Journeys,2,% Health Journeys
S12000017,2019,Ratio,Percent Of Journeys,2,% Business Journeys
S12000017,2017,Ratio,Percent Of Journeys,2.2,% Health Journeys
S12000017,2014,Ratio,Percent Of Journeys,18.4,% Shopping Journeys
S12000017,2015,Ratio,Percent Of Journeys,37.6,% Child Journeys To School By Walking/Cycling
S12000017,2017,Ratio,Percent Of Journeys,2.5,% Business Journeys
S12000017,2013,Ratio,Percent Of Journeys,21.1,% Shopping Journeys
S12000017,2007,Ratio,Percent Of Journeys,2.9,% Cycling Journeys To Work
S12000017,2003,Ratio,Percent Of Journeys,3.3,% Cycling Journeys To Work
S12000017,2018,Ratio,Percent Of Journeys,20,% Commuting Journeys
S12000017,2012,Ratio,Percent Of Journeys,53.5,% Child Journeys To School By Walking/Cycling
S12000017,2003,Ratio,Percent Of Journeys,3.2,% Health Journeys
S12000017,2009,Ratio,Percent Of Journeys,2,% Health Journeys
S12000017,2001,Ratio,Percent Of Journeys,1.8,% Health Journeys
S12000017,1999,Ratio,Percent Of Journeys,2.4,% Health Journeys
S12000017,2005,Ratio,Percent Of Journeys,2,% Health Journeys
S12000017,2001,Ratio,Percent Of Journeys,47.3,% Child Journeys To School By Walking/Cycling
S12000017,1999,Ratio,Percent Of Journeys,49.5,% Child Journeys To School By Walking/Cycling
S12000017,2013,Ratio,Percent Of Journeys,50.4,% Child Journeys To School By Walking/Cycling
S12000017,2001,Ratio,Percent Of Journeys,22.5,% Commuting Journeys
S12000017,2019,Ratio,Percent Of Journeys,3,% Bus Journeys To Work
S12000017,2009,Ratio,Percent Of Journeys,43.5,% Child Journeys To School By Walking/Cycling
S12000017,2007,Ratio,Percent Of Journeys,3.1,% Health Journeys
S12000017,2018,Ratio,Percent Of Journeys,2,% Health Journeys
S12000017,2007,Ratio,Percent Of Journeys,51.7,% Child Journeys To School By Walking/Cycling
S12000017,2012,Ratio,Percent Of Journeys,15.9,% Commuting Journeys
S12000017,2014,Ratio,Percent Of Journeys,44.6,% Child Journeys To School By Walking/Cycling
S12000017,2015,Ratio,Percent Of Journeys,19.9,% Shopping Journeys
S12000018,2019,Ratio,Percent Of Journeys,3,% Business Journeys
S12000018,2005,Ratio,Percent Of Journeys,38.3,% Child Journeys To School By Walking/Cycling
S12000018,2003,Ratio,Percent Of Journeys,5.1,% Business Journeys
S12000018,2005,Ratio,Percent Of Journeys,11.6,% Walking Journeys To Work
S12000018,2015,Ratio,Percent Of Journeys,0.8,% Cycling Journeys To Work
S12000018,2009,Ratio,Percent Of Journeys,1.3,% Business Journeys
S12000018,2018,Ratio,Percent Of Journeys,6,% Train Journeys To Work
S12000018,2014,Ratio,Percent Of Journeys,12.9,% Walking Journeys To Work
S12000018,2017,Ratio,Percent Of Journeys,13.9,% Train Journeys To Work
S12000018,2009,Ratio,Percent Of Journeys,19.3,% Commuting Journeys
S12000018,2013,Ratio,Percent Of Journeys,13.6,% Walking Journeys To Work
S12000018,2017,Ratio,Percent Of Journeys,25.4,% Commuting Journeys
S12000018,2012,Ratio,Percent Of Journeys,20.8,% Commuting Journeys
S12000018,2012,Ratio,Percent Of Journeys,2.4,% Business Journeys
S12000018,2014,Ratio,Percent Of Journeys,28.9,% Shopping Journeys
S12000018,2001,Ratio,Percent Of Journeys,3.1,% Business Journeys
S12000018,2003,Ratio,Percent Of Journeys,19,% Shopping Journeys
S12000018,1999,Ratio,Percent Of Journeys,21.2,% Shopping Journeys
S12000018,2005,Ratio,Percent Of Journeys,4,% Health Journeys
S12000018,2007,Ratio,Percent Of Journeys,4.1,% Health Journeys
S12000018,2018,Ratio,Percent Of Journeys,25,% Shopping Journeys
S12000018,1999,Ratio,Percent Of Journeys,4.1,% Business Journeys
S12000018,2015,Ratio,Percent Of Journeys,24.9,% Shopping Journeys
S12000018,2009,Ratio,Percent Of Journeys,2.2,% Health Journeys
S12000018,2012,Ratio,Percent Of Journeys,1.7,% Health Journeys
S12000018,2009,Ratio,Percent Of Journeys,9.3,% Bus Journeys To Work
S12000018,2005,Ratio,Percent Of Journeys,2,% Business Journeys
S12000018,2017,Ratio,Percent Of Journeys,0,% Cycling Journeys To Work
S12000018,2007,Ratio,Percent Of Journeys,0.7,% Business Journeys
S12000018,2012,Ratio,Percent Of Journeys,3.2,% Bus Journeys To Work
S12000018,2001,Ratio,Percent Of Journeys,26.4,% Shopping Journeys
S12000018,2007,Ratio,Percent Of Journeys,10.6,% Bus Journeys To Work
S12000018,2003,Ratio,Percent Of Journeys,2.5,% Health Journeys
S12000018,2014,Ratio,Percent Of Journeys,3.4,% Cycling Journeys To Work
S12000018,2017,Ratio,Percent Of Journeys,10.4,% Walking Journeys To Work
S12000018,2015,Ratio,Percent Of Journeys,59.5,% Child Journeys To School By Walking/Cycling
S12000018,2005,Ratio,Percent Of Journeys,3,% Education Journeys
S12000018,2009,Ratio,Percent Of Journeys,2.1,% Education Journeys
S12000018,2018,Ratio,Percent Of Journeys,9,% Walking Journeys To Work
S12000018,2003,Ratio,Percent Of Journeys,42.4,% Child Journeys To School By Walking/Cycling
S12000018,2019,Ratio,Percent Of Journeys,9,% Walking Journeys To Work
S12000018,2001,Ratio,Percent Of Journeys,21.1,% Commuting Journeys
S12000018,2013,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000018,2013,Ratio,Percent Of Journeys,47.9,% Child Journeys To School By Walking/Cycling
S12000018,2012,Ratio,Percent Of Journeys,39.3,% Child Journeys To School By Walking/Cycling
S12000018,2007,Ratio,Percent Of Journeys,5.7,% Education Journeys
S12000018,2009,Ratio,Percent Of Journeys,48.3,% Child Journeys To School By Walking/Cycling
S12000018,2018,Ratio,Percent Of Journeys,3,% Health Journeys
S12000018,2018,Ratio,Percent Of Journeys,8,% Bus Journeys To Work
S12000018,2016,Ratio,Percent Of Journeys,36.5,% Child Journeys To School By Walking/Cycling
S12000018,2003,Ratio,Percent Of Journeys,30.7,% Commuting Journeys
S12000018,2016,Ratio,Percent Of Journeys,12.7,% Train Journeys To Work
S12000018,2019,Ratio,Percent Of Journeys,8,% Train Journeys To Work
S12000018,1999,Ratio,Percent Of Journeys,0,% Cycling Journeys To Work
S12000018,2016,Ratio,Percent Of Journeys,4.6,% Education Journeys
S12000018,1999,Ratio,Percent Of Journeys,22,% Commuting Journeys
S12000018,2016,Ratio,Percent Of Journeys,21.7,% Commuting Journeys
S12000018,2001,Ratio,Percent Of Journeys,43.3,% Child Journeys To School By Walking/Cycling
S12000018,2005,Ratio,Percent Of Journeys,21,% Commuting Journeys
S12000018,2001,Ratio,Percent Of Journeys,0,% Cycling Journeys To Work
S12000018,2013,Ratio,Percent Of Journeys,17,% Commuting Journeys
S12000018,2019,Ratio,Percent Of Journeys,4,% Health Journeys
S12000018,2018,Ratio,Percent Of Journeys,1,% Cycling Journeys To Work
S12000018,2003,Ratio,Percent Of Journeys,11.3,% Walking Journeys To Work
S12000018,2016,Ratio,Percent Of Journeys,22.1,% Shopping Journeys
S12000018,2007,Ratio,Percent Of Journeys,46.8,% Child Journeys To School By Walking/Cycling
S12000018,2017,Ratio,Percent Of Journeys,2.9,% Health Journeys
S12000018,2014,Ratio,Percent Of Journeys,37.7,% Child Journeys To School By Walking/Cycling
S12000018,2009,Ratio,Percent Of Journeys,11.5,% Walking Journeys To Work
S12000018,2012,Ratio,Percent Of Journeys,13.4,% Walking Journeys To Work
S12000018,2007,Ratio,Percent Of Journeys,16.8,% Commuting Journeys
S12000018,2017,Ratio,Percent Of Journeys,7.1,% Bus Journeys To Work
S12000018,2014,Ratio,Percent Of Journeys,2.9,% Train Journeys To Work
S12000018,2015,Ratio,Percent Of Journeys,5.8,% Train Journeys To Work
S12000018,2019,Ratio,Percent Of Journeys,19,% Commuting Journeys
S12000018,2007,Ratio,Percent Of Journeys,8.9,% Walking Journeys To Work
S12000018,1999,Ratio,Percent Of Journeys,44.5,% Child Journeys To School By Walking/Cycling
S12000018,2001,Ratio,Percent Of Journeys,4.7,% Health Journeys
S12000018,2019,Ratio,Percent Of Journeys,2,% Education Journeys
S12000018,2015,Ratio,Percent Of Journeys,2.7,% Health Journeys
