area_code,reference_area,area_type,year,indicator,value,units
S12000017,Highland,Local Authority,2019,% Cycling Journeys To Work,8,Percent Of Journeys
S12000017,Highland,Local Authority,2015,% Train Journeys To Work,0.8,Percent Of Journeys
S12000017,Highland,Local Authority,2007,% Commuting Journeys,27,Percent Of Journeys
S12000017,Highland,Local Authority,2009,% Train Journeys To Work,1,Percent Of Journeys
S12000017,Highland,Local Authority,2016,% Train Journeys To Work,1.1,Percent Of Journeys
S12000017,Highland,Local Authority,2014,% Train Journeys To Work,1.7,Percent Of Journeys
S12000017,Highland,Local Authority,2018,% Business Journeys,5,Percent Of Journeys
S12000017,Highland,Local Authority,1999,% Train Journeys To Work,0.8,Percent Of Journeys
S12000017,Highland,Local Authority,2005,% Commuting Journeys,29,Percent Of Journeys
S12000017,Highland,Local Authority,2013,% Train Journeys To Work,0.7,Percent Of Journeys
S12000017,Highland,Local Authority,2012,% Train Journeys To Work,1,Percent Of Journeys
S12000017,Highland,Local Authority,2014,% Business Journeys,2.4,Percent Of Journeys
S12000017,Highland,Local Authority,2013,% Business Journeys,2.2,Percent Of Journeys
S12000017,Highland,Local Authority,2015,% Business Journeys,3.5,Percent Of Journeys
S12000017,Highland,Local Authority,2017,% Train Journeys To Work,3.4,Percent Of Journeys
S12000017,Highland,Local Authority,2014,% Cycling Journeys To Work,6.1,Percent Of Journeys
S12000017,Highland,Local Authority,2017,% Bus Journeys To Work,8,Percent Of Journeys
S12000017,Highland,Local Authority,2016,% Business Journeys,0.4,Percent Of Journeys
S12000017,Highland,Local Authority,2012,% Shopping Journeys,24,Percent Of Journeys
S12000017,Highland,Local Authority,2009,% Cycling Journeys To Work,3.5,Percent Of Journeys
S12000017,Highland,Local Authority,2017,% Education Journeys,4.4,Percent Of Journeys
S12000017,Highland,Local Authority,2019,% Shopping Journeys,20,Percent Of Journeys
S12000017,Highland,Local Authority,2012,% Business Journeys,3.9,Percent Of Journeys
S12000017,Highland,Local Authority,2016,% Cycling Journeys To Work,7.4,Percent Of Journeys
S12000017,Highland,Local Authority,2005,% Business Journeys,8,Percent Of Journeys
S12000017,Highland,Local Authority,2009,% Business Journeys,1.7,Percent Of Journeys
S12000017,Highland,Local Authority,2015,% Cycling Journeys To Work,7.1,Percent Of Journeys
S12000017,Highland,Local Authority,1999,% Shopping Journeys,21.4,Percent Of Journeys
S12000017,Highland,Local Authority,2007,% Business Journeys,1.8,Percent Of Journeys
S12000017,Highland,Local Authority,2018,% Train Journeys To Work,0,Percent Of Journeys
S12000017,Highland,Local Authority,2018,% Cycling Journeys To Work,5,Percent Of Journeys
S12000017,Highland,Local Authority,2009,% Commuting Journeys,24.3,Percent Of Journeys
S12000017,Highland,Local Authority,2012,% Cycling Journeys To Work,5.2,Percent Of Journeys
S12000017,Highland,Local Authority,2005,% Education Journeys,2,Percent Of Journeys
S12000017,Highland,Local Authority,2001,% Education Journeys,2.7,Percent Of Journeys
S12000017,Highland,Local Authority,2001,% Cycling Journeys To Work,2.6,Percent Of Journeys
S12000017,Highland,Local Authority,2012,% Education Journeys,8.5,Percent Of Journeys
S12000017,Highland,Local Authority,2013,% Education Journeys,3.3,Percent Of Journeys
S12000017,Highland,Local Authority,2007,% Education Journeys,1.4,Percent Of Journeys
S12000017,Highland,Local Authority,2015,% Education Journeys,4.3,Percent Of Journeys
S12000017,Highland,Local Authority,2014,% Commuting Journeys,22.2,Percent Of Journeys
S12000017,Highland,Local Authority,2019,% Train Journeys To Work,2,Percent Of Journeys
S12000017,Highland,Local Authority,2017,% Shopping Journeys,22.8,Percent Of Journeys
S12000017,Highland,Local Authority,1999,% Business Journeys,6.9,Percent Of Journeys
S12000017,Highland,Local Authority,2003,% Business Journeys,6.1,Percent Of Journeys
S12000017,Highland,Local Authority,1999,% Cycling Journeys To Work,4.5,Percent Of Journeys
S12000017,Highland,Local Authority,2001,% Business Journeys,9.4,Percent Of Journeys
S12000017,Highland,Local Authority,2015,% Walking Journeys To Work,18,Percent Of Journeys
S12000017,Highland,Local Authority,2018,% Walking Journeys To Work,9,Percent Of Journeys
S12000017,Highland,Local Authority,2014,% Education Journeys,7.8,Percent Of Journeys
S12000017,Highland,Local Authority,2013,% Walking Journeys To Work,16.8,Percent Of Journeys
S12000017,Highland,Local Authority,2003,% Walking Journeys To Work,16.2,Percent Of Journeys
S12000017,Highland,Local Authority,2005,% Walking Journeys To Work,16.3,Percent Of Journeys
S12000017,Highland,Local Authority,2017,% Cycling Journeys To Work,7.7,Percent Of Journeys
S12000017,Highland,Local Authority,2019,% Education Journeys,4,Percent Of Journeys
S12000017,Highland,Local Authority,2018,% Education Journeys,5,Percent Of Journeys
S12000017,Highland,Local Authority,2014,% Walking Journeys To Work,17.2,Percent Of Journeys
S12000017,Highland,Local Authority,2003,% Education Journeys,2.6,Percent Of Journeys
S12000017,Highland,Local Authority,2016,% Education Journeys,8.3,Percent Of Journeys
S12000017,Highland,Local Authority,2009,% Education Journeys,1.9,Percent Of Journeys
S12000017,Highland,Local Authority,1999,% Education Journeys,2.4,Percent Of Journeys
S12000017,Highland,Local Authority,2003,% Commuting Journeys,24.9,Percent Of Journeys
S12000017,Highland,Local Authority,2018,% Shopping Journeys,19,Percent Of Journeys
S12000017,Highland,Local Authority,2016,% Commuting Journeys,21.3,Percent Of Journeys
S12000017,Highland,Local Authority,2012,% Bus Journeys To Work,4.9,Percent Of Journeys
S12000017,Highland,Local Authority,2007,% Walking Journeys To Work,18.5,Percent Of Journeys
S12000017,Highland,Local Authority,2007,% Bus Journeys To Work,6.5,Percent Of Journeys
S12000017,Highland,Local Authority,2003,% Bus Journeys To Work,7.9,Percent Of Journeys
S12000017,Highland,Local Authority,2003,% Train Journeys To Work,0,Percent Of Journeys
S12000017,Highland,Local Authority,2012,% Walking Journeys To Work,20.6,Percent Of Journeys
S12000017,Highland,Local Authority,2017,% Child Journeys To School By Walking/Cycling,51.8,Percent Of Journeys
S12000017,Highland,Local Authority,2001,% Train Journeys To Work,0.9,Percent Of Journeys
S12000017,Highland,Local Authority,2009,% Bus Journeys To Work,5.6,Percent Of Journeys
S12000017,Highland,Local Authority,2015,% Bus Journeys To Work,5.7,Percent Of Journeys
S12000017,Highland,Local Authority,2016,% Walking Journeys To Work,13,Percent Of Journeys
S12000017,Highland,Local Authority,2013,% Bus Journeys To Work,5,Percent Of Journeys
S12000017,Highland,Local Authority,2016,% Bus Journeys To Work,3,Percent Of Journeys
S12000017,Highland,Local Authority,2017,% Commuting Journeys,27.2,Percent Of Journeys
S12000017,Highland,Local Authority,2001,% Walking Journeys To Work,17.6,Percent Of Journeys
S12000017,Highland,Local Authority,1999,% Bus Journeys To Work,5.8,Percent Of Journeys
S12000017,Highland,Local Authority,1999,% Walking Journeys To Work,17.5,Percent Of Journeys
S12000017,Highland,Local Authority,2001,% Bus Journeys To Work,7.9,Percent Of Journeys
S12000017,Highland,Local Authority,2014,% Bus Journeys To Work,5.6,Percent Of Journeys
S12000017,Highland,Local Authority,2013,% Commuting Journeys,23.9,Percent Of Journeys
S12000017,Highland,Local Authority,2005,% Bus Journeys To Work,7.3,Percent Of Journeys
S12000017,Highland,Local Authority,2019,% Walking Journeys To Work,16,Percent Of Journeys
S12000017,Highland,Local Authority,2013,% Cycling Journeys To Work,3.5,Percent Of Journeys
S12000017,Highland,Local Authority,2009,% Walking Journeys To Work,16.8,Percent Of Journeys
S12000017,Highland,Local Authority,2015,% Health Journeys,2.3,Percent Of Journeys
S12000017,Highland,Local Authority,2013,% Health Journeys,1.4,Percent Of Journeys
S12000017,Highland,Local Authority,2003,% Shopping Journeys,22.4,Percent Of Journeys
S12000017,Highland,Local Authority,2016,% Health Journeys,1.9,Percent Of Journeys
S12000017,Highland,Local Authority,2007,% Shopping Journeys,20.5,Percent Of Journeys
S12000017,Highland,Local Authority,2016,% Child Journeys To School By Walking/Cycling,58.1,Percent Of Journeys
S12000017,Highland,Local Authority,2016,% Shopping Journeys,19.1,Percent Of Journeys
S12000017,Highland,Local Authority,2018,% Bus Journeys To Work,2,Percent Of Journeys
S12000017,Highland,Local Authority,1999,% Commuting Journeys,24.7,Percent Of Journeys
S12000017,Highland,Local Authority,2017,% Walking Journeys To Work,12,Percent Of Journeys
S12000017,Highland,Local Authority,2005,% Child Journeys To School By Walking/Cycling,48.9,Percent Of Journeys
S12000017,Highland,Local Authority,2003,% Child Journeys To School By Walking/Cycling,48.6,Percent Of Journeys
S12000017,Highland,Local Authority,2001,% Shopping Journeys,22.7,Percent Of Journeys
S12000017,Highland,Local Authority,2005,% Shopping Journeys,19,Percent Of Journeys
S12000017,Highland,Local Authority,2019,% Child Journeys To School By Walking/Cycling,64,Percent Of Journeys
S12000017,Highland,Local Authority,2019,% Commuting Journeys,26,Percent Of Journeys
S12000017,Highland,Local Authority,2014,% Health Journeys,2.4,Percent Of Journeys
S12000017,Highland,Local Authority,2012,% Health Journeys,0.9,Percent Of Journeys
S12000017,Highland,Local Authority,2005,% Cycling Journeys To Work,2,Percent Of Journeys
S12000017,Highland,Local Authority,2019,% Health Journeys,2,Percent Of Journeys
S12000017,Highland,Local Authority,2019,% Business Journeys,2,Percent Of Journeys
S12000017,Highland,Local Authority,2017,% Health Journeys,2.2,Percent Of Journeys
S12000017,Highland,Local Authority,2014,% Shopping Journeys,18.4,Percent Of Journeys
S12000017,Highland,Local Authority,2015,% Child Journeys To School By Walking/Cycling,37.6,Percent Of Journeys
S12000017,Highland,Local Authority,2017,% Business Journeys,2.5,Percent Of Journeys
S12000017,Highland,Local Authority,2013,% Shopping Journeys,21.1,Percent Of Journeys
S12000017,Highland,Local Authority,2007,% Cycling Journeys To Work,2.9,Percent Of Journeys
S12000017,Highland,Local Authority,2003,% Cycling Journeys To Work,3.3,Percent Of Journeys
S12000017,Highland,Local Authority,2018,% Commuting Journeys,20,Percent Of Journeys
S12000017,Highland,Local Authority,2012,% Child Journeys To School By Walking/Cycling,53.5,Percent Of Journeys
S12000017,Highland,Local Authority,2003,% Health Journeys,3.2,Percent Of Journeys
S12000017,Highland,Local Authority,2009,% Health Journeys,2,Percent Of Journeys
S12000017,Highland,Local Authority,2001,% Health Journeys,1.8,Percent Of Journeys
S12000017,Highland,Local Authority,1999,% Health Journeys,2.4,Percent Of Journeys
S12000017,Highland,Local Authority,2005,% Health Journeys,2,Percent Of Journeys
S12000017,Highland,Local Authority,2001,% Child Journeys To School By Walking/Cycling,47.3,Percent Of Journeys
S12000017,Highland,Local Authority,1999,% Child Journeys To School By Walking/Cycling,49.5,Percent Of Journeys
S12000017,Highland,Local Authority,2013,% Child Journeys To School By Walking/Cycling,50.4,Percent Of Journeys
S12000017,Highland,Local Authority,2001,% Commuting Journeys,22.5,Percent Of Journeys
S12000017,Highland,Local Authority,2019,% Bus Journeys To Work,3,Percent Of Journeys
S12000017,Highland,Local Authority,2009,% Child Journeys To School By Walking/Cycling,43.5,Percent Of Journeys
S12000017,Highland,Local Authority,2007,% Health Journeys,3.1,Percent Of Journeys
S12000017,Highland,Local Authority,2018,% Health Journeys,2,Percent Of Journeys
S12000017,Highland,Local Authority,2007,% Child Journeys To School By Walking/Cycling,51.7,Percent Of Journeys
S12000017,Highland,Local Authority,2012,% Commuting Journeys,15.9,Percent Of Journeys
S12000017,Highland,Local Authority,2014,% Child Journeys To School By Walking/Cycling,44.6,Percent Of Journeys
S12000017,Highland,Local Authority,2015,% Shopping Journeys,19.9,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2019,% Business Journeys,3,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2005,% Child Journeys To School By Walking/Cycling,38.3,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2003,% Business Journeys,5.1,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2005,% Walking Journeys To Work,11.6,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2015,% Cycling Journeys To Work,0.8,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2009,% Business Journeys,1.3,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2018,% Train Journeys To Work,6,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2014,% Walking Journeys To Work,12.9,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2017,% Train Journeys To Work,13.9,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2009,% Commuting Journeys,19.3,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2013,% Walking Journeys To Work,13.6,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2017,% Commuting Journeys,25.4,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2012,% Commuting Journeys,20.8,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2012,% Business Journeys,2.4,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2014,% Shopping Journeys,28.9,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2001,% Business Journeys,3.1,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2003,% Shopping Journeys,19,Percent Of Journeys
S12000018,Inverclyde,Local Authority,1999,% Shopping Journeys,21.2,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2005,% Health Journeys,4,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2007,% Health Journeys,4.1,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2018,% Shopping Journeys,25,Percent Of Journeys
S12000018,Inverclyde,Local Authority,1999,% Business Journeys,4.1,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2015,% Shopping Journeys,24.9,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2009,% Health Journeys,2.2,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2012,% Health Journeys,1.7,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2009,% Bus Journeys To Work,9.3,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2005,% Business Journeys,2,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2017,% Cycling Journeys To Work,0,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2007,% Business Journeys,0.7,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2012,% Bus Journeys To Work,3.2,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2001,% Shopping Journeys,26.4,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2007,% Bus Journeys To Work,10.6,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2003,% Health Journeys,2.5,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2014,% Cycling Journeys To Work,3.4,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2017,% Walking Journeys To Work,10.4,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2015,% Child Journeys To School By Walking/Cycling,59.5,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2005,% Education Journeys,3,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2009,% Education Journeys,2.1,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2018,% Walking Journeys To Work,9,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2003,% Child Journeys To School By Walking/Cycling,42.4,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2019,% Walking Journeys To Work,9,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2001,% Commuting Journeys,21.1,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2013,% Train Journeys To Work,0,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2013,% Child Journeys To School By Walking/Cycling,47.9,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2012,% Child Journeys To School By Walking/Cycling,39.3,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2007,% Education Journeys,5.7,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2009,% Child Journeys To School By Walking/Cycling,48.3,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2018,% Health Journeys,3,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2018,% Bus Journeys To Work,8,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2016,% Child Journeys To School By Walking/Cycling,36.5,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2003,% Commuting Journeys,30.7,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2016,% Train Journeys To Work,12.7,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2019,% Train Journeys To Work,8,Percent Of Journeys
S12000018,Inverclyde,Local Authority,1999,% Cycling Journeys To Work,0,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2016,% Education Journeys,4.6,Percent Of Journeys
S12000018,Inverclyde,Local Authority,1999,% Commuting Journeys,22,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2016,% Commuting Journeys,21.7,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2001,% Child Journeys To School By Walking/Cycling,43.3,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2005,% Commuting Journeys,21,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2001,% Cycling Journeys To Work,0,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2013,% Commuting Journeys,17,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2019,% Health Journeys,4,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2018,% Cycling Journeys To Work,1,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2003,% Walking Journeys To Work,11.3,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2016,% Shopping Journeys,22.1,Percent Of Journeys
S12000018,Inverclyde,Local Authority,2007,% Child Journeys To School By Walking/Cycling,46.8,Percent Of Journeys
